,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.67,0.3,0.4,0.57
miranda-icq.csv,0.48,0.23,0.47,0.45
red5.csv,0.72,0.2,0.37,0.52
thrust.csv,0.53,0.49,0.17,0.46
