,recall,precision,pf,pci_20,ifa,wins
ctrlr.csv,0.20500000000000002,0.4,0.20500000000000002,0.9,1.0,12
dvt.csv,0.365,0.38,0.415,0.54,1.0,7
flylinkdc.csv,0.81,0.505,0.79,0.45499999999999996,1.5,8
fulguro.csv,0.53,0.4,0.54,0.595,2.5,4
gnome-jabber.csv,0.56,0.4,0.52,0.42,2.5,2
ipfire-wall.csv,0.42,0.455,0.29,0.55,1.0,9
jruby.csv,0.615,0.30500000000000005,0.54,0.42500000000000004,3.5,1
ldview.csv,0.49,0.41000000000000003,0.5700000000000001,0.455,1.0,6
maidsafe-dht.csv,0.5549999999999999,0.475,0.355,0.575,1.0,11
nuttx.csv,0.295,0.485,0.19,0.73,0.5,13
oorexx.csv,0.08499999999999999,0.19,0.09,0.415,4.0,0
red5.csv,0.845,0.355,0.73,0.45,2.0,3
vdsf.csv,0.8049999999999999,0.395,0.805,0.5,1.5,5
xbrlapi.csv,0.24,0.43000000000000005,0.20500000000000002,0.6950000000000001,1.0,10
