,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.31,0.44,0.0,0.11,0.09,0.28,0.28,0.11,0.79,0.13,0.41,0.2,0.1,0.54
dvt.csv,0.68,0.29,0.27,0.02,0.32,0.68,0.35,0.06,0.53,0.58,0.47,0.43,0.13,0.3
flylinkdc.csv,0.74,0.53,0.09,0.47,0.74,0.32,0.37,0.33,0.46,0.7,0.4,0.0,0.0,0.53
fulguro.csv,0.48,0.66,0.49,0.36,0.55,0.45,0.55,0.47,0.48,0.36,0.52,0.18,0.51,0.49
gnome-jabber.csv,0.59,0.58,0.36,0.27,0.55,0.71,0.53,0.52,0.32,0.65,0.66,0.39,0.54,0.5
ipfire-wall.csv,0.52,0.51,0.39,0.34,0.74,0.3,0.06,0.26,0.12,0.78,0.1,0.57,0.29,0.65
jruby.csv,0.0,0.5,0.0,0.0,0.25,0.28,0.0,0.56,0.0,0.0,0.0,0.61,0.39,0.0
ldview.csv,0.32,0.46,0.53,0.39,0.47,0.46,0.75,0.48,0.0,0.49,0.27,0.28,0.39,0.68
maidsafe-dht.csv,0.36,0.28,0.64,0.4,0.83,0.4,0.34,0.34,0.29,0.75,0.73,0.48,0.53,0.0
nuttx.csv,0.53,0.22,0.04,0.7,0.41,0.06,0.45,0.22,0.34,0.36,0.31,0.34,0.44,0.11
oorexx.csv,0.59,0.15,0.0,0.0,0.68,0.02,0.66,0.0,0.0,0.4,0.0,0.06,0.7,0.48
red5.csv,0.6,0.34,0.41,0.66,0.6,0.61,0.37,0.66,0.45,0.47,0.0,0.5,0.64,0.0
vdsf.csv,0.52,0.62,0.42,0.19,0.43,0.5,0.64,0.0,0.45,0.45,0.55,0.2,0.29,0.61
xbrlapi.csv,0.13,0.69,0.01,0.05,0.4,0.32,0.06,0.45,0.22,0.48,0.0,0.06,0.42,0.58
