,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.63,0.0,0.11,0.54
emftriple.csv,0.46,0.37,0.0,0.37
fluent-nhibernate.csv,0.73,0.0,0.35,0.56
gpsmid.csv,0.82,0.08,0.23,0.33
