,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.53,0.0,0.0,0.39,0.0,0.0,0.12,0.71,0.35,0.37,0.0,0.14,0.3,0.0,0.6,0.02,0.0
dvd-create.csv,0.81,0.64,0.48,0.0,0.69,0.41,0.09,0.43,0.6,0.45,0.52,0.59,0.6,0.66,0.21,0.64,0.53,0.6
echongl.csv,0.13,0.57,0.48,0.51,0.34,0.32,0.0,0.24,0.24,0.84,0.44,0.45,0.37,0.57,0.37,0.65,0.42,0.19
empserver.csv,0.51,0.48,0.56,0.0,0.47,0.66,0.21,0.43,0.71,0.3,0.56,0.56,0.57,0.63,0.23,0.63,0.54,0.34
gdis.csv,0.61,0.74,0.42,0.0,0.64,0.56,0.39,0.34,0.61,0.71,0.43,0.85,0.47,0.62,0.2,0.7,0.62,0.67
gmerlin.csv,0.73,0.0,0.0,0.0,0.66,0.45,0.26,0.0,0.72,0.04,0.4,0.63,0.55,0.23,0.22,0.58,0.07,0.27
growl-for-windows.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.06,0.0,0.2,0.0,0.0,0.0,0.71,0.58,0.0,0.49
mpgravity.csv,0.54,0.74,0.56,0.69,0.05,0.44,0.39,0.38,0.57,0.0,0.21,0.67,0.56,0.65,0.62,0.63,0.68,0.65
myfaces.csv,0.48,0.52,0.6,0.72,0.75,0.65,0.45,0.24,0.24,0.71,0.27,0.79,0.45,0.53,0.17,0.53,0.27,0.47
nativeclient.csv,0.56,0.76,0.42,0.67,0.65,0.63,0.53,0.12,0.7,0.42,0.56,0.58,0.55,0.69,0.34,0.72,0.69,0.59
passwordsafe.csv,0.35,0.82,0.51,0.47,0.46,0.43,0.51,0.23,0.72,0.55,0.55,0.55,0.48,0.72,0.52,0.77,0.42,0.36
phonon-vlc-mplayer.csv,0.55,0.81,0.61,0.38,0.7,0.54,0.61,0.12,0.69,0.5,0.59,0.64,0.35,0.64,0.55,0.67,0.55,0.6
ppcboot.csv,0.38,0.05,0.35,0.0,0.0,0.0,0.63,0.0,0.17,0.0,0.63,0.0,0.0,0.24,0.34,0.0,0.05,0.0
rtrt-on-gpu.csv,0.37,0.08,0.49,0.2,0.29,0.47,0.4,0.73,0.0,0.26,0.32,0.48,0.29,0.39,0.66,0.13,0.47,0.33
sandiaportals.csv,0.45,0.83,0.39,0.29,0.13,0.49,0.58,0.24,0.71,0.58,0.45,0.51,0.43,0.58,0.54,0.79,0.53,0.55
tktoolkit.csv,0.43,0.57,0.56,0.53,0.72,0.49,0.59,0.41,0.33,0.39,0.62,0.44,0.66,0.67,0.44,0.7,0.63,0.41
ultimairis.csv,0.55,0.74,0.05,0.2,0.49,0.39,0.64,0.12,0.5,0.7,0.68,0.76,0.22,0.65,0.52,0.65,0.62,0.7
wikipediardware.csv,0.68,0.59,0.39,0.09,0.5,0.32,0.53,0.62,0.52,0.3,0.38,0.8,0.49,0.52,0.41,0.65,0.4,0.77
