,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.86,0.0,0.0,0.68,0.0,0.0,0.83,0.46,0.76,0.89,0.0,0.84,0.95,0.0,0.45,0.8,0.0
dvd-create.csv,0.4,0.48,0.53,0.0,0.44,0.48,0.58,0.45,0.37,0.34,0.39,0.38,0.38,0.49,0.35,0.39,0.51,0.39
echongl.csv,0.88,0.53,0.49,0.41,0.71,0.86,0.0,0.8,0.89,0.36,0.52,0.46,0.59,0.47,0.94,0.4,0.74,0.83
empserver.csv,0.46,0.48,0.45,0.38,0.52,0.53,0.74,0.54,0.41,0.29,0.4,0.4,0.33,0.41,0.78,0.37,0.57,0.64
gdis.csv,0.49,0.59,0.7,0.38,0.67,0.66,0.97,0.92,0.48,0.36,0.67,0.36,0.54,0.59,0.77,0.42,0.68,0.55
gmerlin.csv,0.34,0.75,0.0,0.0,0.47,0.38,0.44,0.41,0.33,0.83,0.37,0.35,0.44,0.95,0.33,0.38,0.9,0.41
growl-for-windows.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.67,0.0,0.93,0.0,0.0,0.0,0.68,0.39,0.0,0.43
mpgravity.csv,0.38,0.52,0.58,0.62,0.42,0.41,0.6,0.4,0.42,0.3,0.4,0.36,0.4,0.45,0.47,0.37,0.52,0.42
myfaces.csv,0.44,0.6,0.46,0.4,0.59,0.38,0.37,0.75,0.86,0.34,0.95,0.29,0.5,0.52,0.75,0.43,0.67,0.5
nativeclient.csv,0.5,0.53,0.38,0.35,0.51,0.54,0.69,0.52,0.43,0.34,0.41,0.39,0.48,0.43,0.56,0.4,0.55,0.52
passwordsafe.csv,0.82,0.68,0.7,0.9,0.45,0.76,0.84,0.8,0.4,0.35,0.63,0.48,0.51,0.57,0.76,0.42,0.71,0.6
phonon-vlc-mplayer.csv,0.51,0.85,0.59,0.8,0.46,0.66,0.68,0.75,0.52,0.38,0.77,0.42,0.68,0.65,0.61,0.48,0.68,0.5
ppcboot.csv,0.39,0.46,0.43,0.38,0.42,0.41,0.84,0.41,0.39,0.29,0.45,0.36,0.37,0.42,0.5,0.4,0.51,0.42
rtrt-on-gpu.csv,0.63,0.63,0.45,0.89,0.79,0.44,0.6,0.92,0.8,0.96,0.65,0.48,0.9,0.55,0.65,0.92,0.58,0.79
sandiaportals.csv,0.6,0.83,0.87,0.83,0.44,0.73,0.99,0.89,0.47,0.39,0.97,0.61,0.62,0.79,0.86,0.46,0.76,0.49
tktoolkit.csv,0.7,0.51,0.79,0.43,0.41,0.55,0.64,0.44,0.39,0.32,0.45,0.47,0.43,0.55,0.39,0.45,0.5,0.61
ultimairis.csv,0.39,0.82,0.4,0.5,0.43,0.44,0.6,0.5,0.67,0.39,0.62,0.34,0.72,0.56,0.89,0.47,0.58,0.39
wikipediardware.csv,0.39,0.47,0.37,0.37,0.43,0.41,0.43,0.57,0.38,0.3,0.38,0.3,0.38,0.43,0.46,0.38,0.49,0.5
