,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.32,0.62,0.47,0.92,0.75,0.67,0.46,0.58,0.59,0.46,0.75,0.92,0.46,0.89,0.47,0.0
customsagetv.csv,0.38,0.8,0.59,0.92,0.58,0.74,0.88,0.83,0.99,0.53,0.48,0.5,0.6,0.83,0.8,0.67
glas.csv,0.35,0.33,0.46,0.45,0.41,0.43,0.37,0.4,0.79,0.37,0.45,0.45,0.49,0.55,0.46,0.77
intact.csv,0.32,0.57,0.55,0.52,0.59,0.43,0.35,0.42,0.4,0.38,0.43,0.48,0.48,0.74,0.5,0.57
japano.csv,0.42,0.42,0.6,0.4,0.38,0.55,0.38,0.5,0.48,0.39,0.32,0.46,0.56,0.53,0.52,0.37
jas.csv,0.42,0.75,0.67,0.55,0.39,0.7,0.92,0.71,0.99,0.55,0.54,0.67,0.9,0.89,0.78,0.74
lazarus-ccr.csv,0.53,0.52,0.58,0.4,0.75,0.49,0.42,0.39,0.57,0.58,0.94,0.43,0.48,0.63,0.48,0.74
officefloor.csv,0.32,0.53,0.52,0.74,0.0,0.38,0.92,0.49,0.54,0.42,0.86,0.8,0.4,0.92,0.67,0.86
primefaces.csv,0.32,0.35,0.45,0.38,0.38,0.43,0.31,0.38,0.46,0.32,0.47,0.4,0.36,0.47,0.41,0.42
pustefix.csv,0.33,0.8,0.55,0.59,0.57,0.59,0.55,0.73,0.62,0.31,0.65,0.56,0.46,0.53,0.43,0.84
red5.csv,0.32,0.34,0.5,0.37,0.36,0.45,0.46,0.38,0.44,0.33,0.33,0.39,0.37,0.53,0.71,0.33
redshell.csv,0.67,0.73,0.55,0.46,0.82,0.62,0.51,0.39,1.0,0.0,0.51,0.52,0.72,0.65,0.66,0.45
rohxel.csv,0.34,0.35,0.53,0.79,0.38,0.39,0.58,0.47,0.49,0.35,0.59,0.53,0.48,0.54,0.88,0.36
roolo.csv,0.52,0.49,0.49,0.41,0.88,0.7,0.38,0.48,0.5,0.41,0.36,0.78,0.43,0.63,0.44,0.33
toped.csv,0.38,0.51,0.5,0.47,0.39,0.5,0.35,0.41,0.55,0.37,0.49,0.49,0.38,0.48,0.48,0.38
xreal.csv,0.79,0.7,0.98,0.83,0.8,0.9,0.54,0.78,1.0,0.9,0.9,0.85,0.88,0.93,0.95,0.93
