,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0,0.0,44.0,1.0,1.0,66.0
customsagetv.csv,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,11.0,1.0,0.0,1.0,0.0,1.0,13.0,0.0
glas.csv,3.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,14.0,0.0,8.0,7.0,1.0,5.0,7.0,0.0
intact.csv,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,5.0,2.0,38.0,5.0,11.0,0.0
japano.csv,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,323.0,0.0,0.0,0.0,49.0,6.0,9.0,2.0
jas.csv,2.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,52.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
lazarus-ccr.csv,9.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,160.0,0.0,15.0,0.0,42.0,6.0,1.0,0.0
officefloor.csv,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,4.0,19.0,0.0,124.0,0.0
primefaces.csv,10.0,5.0,0.0,3.0,1.0,0.0,0.0,4.0,319.0,0.0,4.0,0.0,41.0,6.0,0.0,0.0
pustefix.csv,6.0,0.0,0.0,5.0,1.0,0.0,2.0,4.0,304.0,0.0,2.0,0.0,86.0,0.0,10.0,1.0
red5.csv,10.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,156.0,0.0,0.0,7.0,39.0,5.0,0.0,2.0
redshell.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,31.0,6.0,52.0,0.0
rohxel.csv,3.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,102.0,0.0,0.0,1.0,34.0,6.0,124.0,1.0
roolo.csv,7.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,305.0,0.0,0.0,0.0,30.0,3.0,10.0,1.0
toped.csv,8.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,323.0,0.0,0.0,0.0,42.0,6.0,10.0,2.0
xreal.csv,4.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,108.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0
