,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.29,0.74,0.65,0.91,0.9,0.83,0.57,0.61,0.61,0.81,0.96,0.56,0.57,0.87,0.6,1.0
customsagetv.csv,0.51,0.97,0.78,0.81,0.86,0.83,0.84,0.92,0.84,0.74,0.15,0.95,0.3,0.89,0.43,0.95
glas.csv,0.51,0.76,0.75,0.64,0.72,0.71,0.65,0.61,0.59,0.79,0.96,0.91,0.4,0.49,0.58,0.76
intact.csv,0.75,0.91,0.72,0.54,0.76,0.71,0.57,0.62,0.57,1.02,0.79,0.81,0.94,0.63,0.48,0.85
japano.csv,0.68,0.89,0.73,0.82,1.0,0.34,0.89,0.79,0.97,0.98,0.93,0.87,0.54,0.83,0.73,0.93
jas.csv,0.62,0.92,0.74,0.82,0.87,0.78,0.88,0.78,0.85,0.75,0.5,0.7,0.43,0.9,0.19,0.81
lazarus-ccr.csv,0.87,0.3,0.67,0.79,0.77,0.96,0.67,0.95,0.68,0.72,1.04,0.83,0.97,0.87,0.95,0.58
officefloor.csv,0.69,0.61,0.67,0.73,0.97,0.85,0.77,0.65,0.48,0.45,0.93,0.96,0.71,0.84,1.0,0.91
primefaces.csv,1.0,1.0,1.0,0.86,0.82,0.73,0.87,1.0,0.97,1.0,0.88,0.76,0.99,1.0,0.75,0.27
pustefix.csv,0.75,0.88,0.84,0.72,0.72,0.9,0.66,0.53,0.8,0.89,0.59,0.59,0.73,0.79,1.06,0.75
red5.csv,1.0,0.83,0.95,0.78,0.91,0.82,0.47,0.99,0.65,1.0,0.99,1.0,0.94,0.66,0.78,0.86
redshell.csv,0.92,0.82,0.43,0.62,0.7,0.77,0.79,0.83,0.83,0.98,0.8,0.85,0.91,0.83,0.78,0.76
rohxel.csv,0.56,1.0,1.03,0.71,0.51,0.59,0.62,0.67,0.47,1.0,0.75,0.78,1.06,0.85,1.0,0.73
roolo.csv,0.88,0.76,0.56,0.85,0.91,0.82,0.87,0.91,0.87,0.61,0.64,0.33,0.74,0.79,0.95,0.84
toped.csv,0.81,0.71,0.88,0.76,1.01,1.0,1.01,0.92,0.94,0.16,0.7,0.86,0.96,0.98,0.92,0.82
xreal.csv,0.79,0.79,0.78,0.64,0.8,0.65,0.79,0.94,0.92,0.99,0.62,0.74,0.02,0.82,0.52,0.81
