,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.81,0.38,0.64,0.14,0.19,0.33,0.59,0.43,0.09,0.55,0.07,0.56,0.07,0.22,0.17,0.0
customsagetv.csv,0.65,0.07,0.37,0.28,0.45,0.33,0.3,0.14,0.1,0.44,0.9,0.09,0.17,0.19,0.26,0.09
glas.csv,0.7,0.64,0.52,0.41,0.56,0.53,0.62,0.41,0.14,0.67,0.34,0.2,0.11,0.6,0.17,0.38
intact.csv,0.74,0.21,0.76,0.49,0.46,0.61,0.73,0.41,0.08,0.81,0.44,0.31,0.03,0.48,0.21,0.33
japano.csv,0.6,0.47,0.63,0.43,0.85,0.85,0.65,0.34,0.04,0.67,0.69,0.51,0.08,0.53,0.16,0.7
jas.csv,0.56,0.14,0.42,0.3,0.72,0.45,0.22,0.27,0.06,0.48,0.65,0.39,0.17,0.17,0.45,0.42
lazarus-ccr.csv,0.46,0.78,0.85,0.43,0.39,0.75,0.63,0.44,0.06,0.67,0.03,0.39,0.03,0.46,0.06,0.58
officefloor.csv,0.67,0.51,0.5,0.34,0.05,0.62,0.36,0.42,0.11,0.74,0.14,0.08,0.07,0.24,0.0,0.17
primefaces.csv,0.68,0.61,0.98,0.37,0.68,0.8,0.73,0.43,0.05,0.92,0.35,0.47,0.05,0.57,0.11,0.85
pustefix.csv,0.71,0.21,0.75,0.34,0.45,0.68,0.54,0.49,0.05,0.92,0.55,0.49,0.05,0.34,0.08,0.41
red5.csv,0.68,0.62,0.75,0.46,0.86,0.83,0.7,0.4,0.07,0.9,0.63,0.36,0.06,0.6,0.11,0.74
redshell.csv,0.14,0.29,0.87,0.46,0.5,0.75,0.56,0.43,0.05,0.04,0.51,0.34,0.02,0.43,0.1,0.57
rohxel.csv,0.72,0.63,0.84,0.37,0.74,0.67,0.54,0.38,0.09,0.87,0.4,0.31,0.02,0.56,0.0,0.58
roolo.csv,0.39,0.54,0.85,0.41,0.21,0.55,0.63,0.33,0.05,0.71,0.79,0.7,0.07,0.36,0.13,0.68
toped.csv,0.64,0.58,0.92,0.41,0.82,0.93,0.68,0.42,0.03,0.91,0.55,0.48,0.06,0.57,0.1,0.73
xreal.csv,0.35,0.36,0.37,0.41,0.41,0.55,0.5,0.15,0.02,0.2,0.55,0.35,0.77,0.27,0.28,0.33
