,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.77,0.73,1.0,0.91,0.85,0.78,0.69,0.94,0.4,0.83,0.9,0.79,0.95,0.74
dvt.csv,0.7,0.8,0.66,0.88,0.74,0.41,0.9,0.91,0.53,0.85,0.55,0.79,0.85,1.02
flylinkdc.csv,0.41,0.76,0.97,0.81,0.6,0.91,0.67,0.83,0.68,0.63,0.77,1.0,0.97,0.83
fulguro.csv,0.92,0.86,0.8,0.78,0.74,0.88,0.63,0.94,0.79,0.7,0.83,0.61,0.82,0.56
gnome-jabber.csv,0.82,0.73,0.72,0.71,0.67,0.62,0.68,1.02,0.73,0.83,0.44,0.7,0.89,0.76
ipfire-wall.csv,0.62,0.67,0.54,0.84,0.58,0.79,0.96,0.62,0.93,0.35,0.86,0.61,0.88,0.66
jruby.csv,0.98,0.87,1.0,1.0,0.73,0.78,0.96,0.68,0.96,0.95,1.0,0.54,0.92,1.0
ldview.csv,0.99,0.83,1.0,0.96,0.83,0.99,0.42,0.71,0.75,0.95,0.69,0.75,0.85,0.73
maidsafe-dht.csv,0.73,0.71,0.52,0.9,0.32,0.74,0.67,0.95,0.95,0.42,0.55,0.84,0.75,0.92
nuttx.csv,0.57,0.83,0.95,0.62,0.79,0.94,0.64,0.86,0.81,0.87,0.76,0.82,0.59,0.92
oorexx.csv,0.58,0.91,0.96,0.96,0.54,0.89,0.6,0.98,1.0,0.8,0.93,0.9,0.49,0.53
red5.csv,0.66,0.88,0.72,0.61,0.74,0.92,0.95,0.45,0.78,0.78,1.0,0.83,0.65,1.0
vdsf.csv,0.89,0.73,0.64,1.04,0.85,0.82,0.65,1.01,0.94,0.7,0.8,0.95,0.85,0.5
xbrlapi.csv,0.82,0.5,1.0,1.0,0.88,0.75,0.82,0.78,0.91,0.53,1.0,0.99,0.69,0.47
