,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.43,0.31,0.0,0.09,0.21,0.29,0.38,0.07,0.76,0.28,0.59,0.22,0.08,0.55
dvt.csv,0.81,0.48,0.73,0.12,0.36,0.69,0.67,0.09,0.81,0.67,0.62,0.33,0.17,0.18
flylinkdc.csv,0.68,0.76,0.81,0.83,0.86,0.88,0.43,0.77,0.62,0.5,0.35,0.94,0.89,0.91
fulguro.csv,0.11,0.9,0.5,0.52,0.64,0.31,0.38,0.88,0.43,0.44,0.79,0.48,0.69,0.55
gnome-jabber.csv,0.84,0.71,0.35,0.68,0.86,0.88,0.52,0.79,0.48,0.83,0.61,0.44,0.86,0.64
ipfire-wall.csv,0.41,0.5,0.68,0.38,0.5,0.24,0.05,0.6,0.14,0.78,0.16,0.61,0.19,0.45
jruby.csv,0.97,0.74,1.0,1.0,0.29,0.38,0.05,0.6,0.05,0.06,1.0,0.66,0.97,0.0
ldview.csv,1.0,0.79,1.0,0.86,1.0,0.83,0.76,0.56,0.29,0.94,0.43,0.69,0.89,0.91
maidsafe-dht.csv,0.27,0.33,0.68,0.68,0.79,0.33,0.33,0.79,0.33,0.89,0.45,0.45,0.31,0.09
nuttx.csv,0.46,0.19,0.05,0.74,0.21,0.07,0.43,0.19,0.19,0.28,0.24,0.25,0.44,0.09
oorexx.csv,0.68,0.1,0.04,0.04,0.57,0.12,0.62,0.02,0.0,0.39,0.07,0.1,0.67,0.64
red5.csv,0.92,0.76,0.43,0.44,0.71,0.93,0.9,0.67,0.86,0.72,0.98,0.4,0.75,1.0
vdsf.csv,0.59,0.88,0.37,0.57,0.86,0.64,0.57,0.86,0.38,1.0,0.97,0.88,0.86,0.73
xbrlapi.csv,0.19,0.74,0.0,0.0,0.14,0.26,0.19,0.63,0.1,0.5,0.0,0.01,0.42,0.64
