,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.02,0.56,0.54,0.0,0.52,0.66,0.81,0.0,0.0,0.64,0.5,0.07,0.64,0.04,0.2,0.05
fontforge.csv,0.24,0.43,0.0,0.0,0.0,0.6,0.09,0.75,0.34,0.0,0.58,0.39,0.44,0.42,0.0,0.13
glas.csv,0.59,0.72,0.5,0.28,0.13,0.68,0.67,0.6,0.64,0.58,0.58,0.53,0.57,0.66,0.7,0.5
hannosset.csv,0.56,0.22,0.25,0.05,0.42,0.33,0.94,0.45,0.51,0.27,0.27,0.2,0.13,0.19,0.69,0.38
hatari.csv,0.59,0.66,0.69,0.61,0.53,0.58,0.65,0.13,0.09,0.45,0.55,0.41,0.44,0.57,0.52,0.25
jaolt.csv,0.69,0.66,0.5,0.53,0.13,0.45,0.88,0.62,0.7,0.0,0.73,0.47,0.67,0.23,0.2,0.5
ltp.csv,0.26,0.59,0.47,0.63,0.73,0.61,0.0,0.42,0.55,0.55,0.68,0.66,0.48,0.44,0.45,0.66
mia.csv,0.47,0.31,0.44,0.5,0.12,0.28,0.86,0.75,0.39,0.09,0.44,0.69,0.25,0.04,0.0,0.42
net-snmp.csv,0.68,0.49,0.35,0.47,0.45,0.33,0.97,0.13,0.58,0.49,0.5,0.68,0.56,0.42,0.0,0.43
opde.csv,0.0,0.45,0.0,0.66,0.5,0.48,0.88,0.62,0.65,0.0,0.57,0.17,0.57,0.46,0.41,0.47
oppna-program-hsatools.csv,0.68,0.66,0.69,0.0,0.64,0.62,0.62,0.4,0.4,0.21,0.83,0.05,0.62,0.36,0.53,0.43
powerfolder-.csv,0.59,0.66,0.5,0.5,0.17,0.4,0.93,0.51,0.73,0.27,0.69,0.42,0.55,0.06,0.38,0.33
qlc.csv,0.0,0.76,0.04,0.55,0.38,0.49,0.96,0.0,0.66,0.66,0.35,0.55,0.41,0.13,0.54,0.1
quantlib.csv,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.74
tcl.csv,0.46,0.48,0.5,0.17,0.59,0.51,0.0,0.0,0.57,0.71,0.55,0.32,0.27,0.32,0.34,0.51
