,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.98,0.64,0.62,1.0,0.82,0.49,0.54,1.0,1.0,0.67,0.55,0.95,0.62,0.97,0.84,0.96
fontforge.csv,0.95,0.87,1.0,1.0,1.0,0.71,0.98,0.34,0.92,1.0,0.62,0.88,0.87,0.88,1.0,0.97
glas.csv,0.75,0.6,0.57,0.78,0.97,0.59,0.71,0.73,0.67,0.73,0.55,0.79,0.73,0.51,0.59,0.7
hannosset.csv,0.59,0.84,0.79,0.96,0.75,0.76,0.23,0.7,0.67,0.8,0.79,0.84,0.9,0.84,0.39,0.68
hatari.csv,0.69,0.46,0.46,0.72,0.8,0.61,0.73,0.98,0.98,0.86,0.51,0.88,0.75,0.74,0.63,0.82
jaolt.csv,0.58,0.6,0.57,0.76,0.9,0.66,0.4,0.65,0.47,1.0,0.58,0.86,0.58,0.82,0.88,0.61
ltp.csv,0.81,0.7,0.84,0.67,0.49,0.7,1.3,0.87,0.76,0.71,0.44,0.57,0.8,0.77,0.86,0.65
mia.csv,0.64,0.74,0.69,0.82,0.91,0.77,0.44,0.44,0.86,0.98,0.61,0.39,0.8,0.97,1.0,0.68
net-snmp.csv,0.45,0.61,0.75,0.78,0.73,0.85,0.15,0.98,0.77,0.75,0.82,0.52,0.75,0.88,1.03,0.77
opde.csv,1.0,0.67,1.0,0.45,0.84,0.73,0.4,0.74,0.7,1.0,0.55,0.96,0.69,0.61,0.9,0.73
oppna-program-hsatools.csv,0.63,0.55,0.63,1.0,0.72,0.54,0.75,0.89,0.88,0.95,0.21,0.99,0.68,0.71,0.59,0.8
powerfolder-.csv,0.63,0.45,0.58,0.78,0.89,0.7,0.27,0.65,0.47,0.84,0.57,0.88,0.57,0.95,0.69,0.77
qlc.csv,1.0,0.52,0.97,0.66,0.89,0.59,0.19,1.0,0.51,0.63,0.7,0.78,0.66,0.9,0.55,0.93
quantlib.csv,1.0,1.0,0.97,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,0.38
tcl.csv,0.83,0.84,0.83,0.97,0.7,0.79,1.27,1.0,0.68,0.45,0.76,0.98,0.94,0.92,0.91,0.82
