,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.38,0.44,0.5,0.56,0.45,0.51,0.86,0.0,0.46,0.12,0.46,0.13,0.0,0.48,0.6
cme.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.13,0.0,0.11,1.0
hydrate.csv,0.57,0.54,0.56,0.12,0.3,0.15,0.24,0.41,0.34,0.51,0.33,0.56,0.86,0.6,0.77
ivef-sdk.csv,0.58,0.61,0.62,0.68,0.48,1.0,0.26,0.06,0.53,0.53,0.6,0.32,0.34,0.0,0.73
jmri.csv,0.44,0.29,0.62,0.16,0.18,0.6,0.49,0.55,0.38,0.32,0.37,0.17,0.24,0.28,0.47
jython.csv,0.61,0.53,0.5,0.36,0.4,0.55,0.13,0.82,0.62,0.4,0.65,0.34,0.33,0.48,0.17
kdenlive.csv,0.71,0.56,0.57,0.34,0.61,0.29,0.27,0.05,0.73,0.52,0.38,0.53,0.57,0.66,0.69
ninject.csv,0.27,0.35,0.59,0.25,0.29,0.24,0.6,0.19,0.2,0.1,0.24,0.58,0.97,0.68,0.23
ondex.csv,0.46,0.33,0.57,0.42,0.18,0.35,0.34,0.81,0.27,0.18,0.61,0.07,0.45,0.3,0.49
opentibia.csv,0.34,0.81,0.45,0.27,0.46,0.01,0.61,0.49,0.04,0.0,0.34,0.34,0.45,0.61,0.0
projectfactory.csv,0.47,0.42,0.47,0.12,0.67,0.07,0.68,0.0,0.59,0.63,0.55,0.58,0.63,0.66,0.67
taverna.csv,0.25,0.19,0.12,0.2,0.68,0.12,0.71,0.29,0.16,0.51,0.34,0.47,0.0,0.04,0.0
tigermud.csv,0.26,0.37,0.53,0.0,0.6,0.0,0.0,0.21,0.0,0.1,0.48,0.71,0.63,0.56,0.0
unbvision.csv,0.6,0.4,0.45,0.23,0.25,0.14,0.32,0.76,0.7,0.37,0.65,0.17,0.75,0.44,0.3
x-ray-mule.csv,0.28,0.27,0.25,0.8,0.44,0.01,0.0,0.11,0.49,0.52,0.47,0.36,0.23,0.11,0.44
