,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.72,0.75,0.44,0.3,0.83,0.8,0.09,1.0,0.66,0.02,0.83,0.05,0.22,0.79,0.4
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.19,0.04,0.0,0.02
hydrate.csv,0.36,0.25,0.71,0.2,0.17,0.67,0.54,0.16,0.18,0.42,0.43,0.48,0.45,0.53,0.33
ivef-sdk.csv,0.74,0.33,0.51,0.7,0.62,0.0,0.63,0.0,0.79,0.77,0.51,0.43,0.78,0.0,0.65
jmri.csv,0.1,0.08,0.31,0.25,0.45,0.0,0.6,0.1,0.12,0.19,0.25,0.05,0.07,0.21,0.85
jython.csv,0.72,0.58,0.31,0.9,0.79,0.8,0.97,0.16,0.61,0.33,0.5,0.48,0.91,0.74,0.96
kdenlive.csv,0.33,0.42,0.45,0.85,0.6,0.87,0.34,0.99,0.58,0.44,0.89,0.38,0.53,0.68,0.69
ninject.csv,0.59,0.67,0.63,0.55,0.42,0.93,0.29,0.79,0.41,0.09,0.44,0.19,0.15,0.53,0.44
ondex.csv,0.08,0.0,0.33,0.6,0.26,0.23,0.37,0.22,0.02,0.12,0.25,0.1,0.11,0.37,0.71
opentibia.csv,0.31,0.25,0.31,0.25,0.43,0.03,0.71,0.19,0.01,0.05,0.26,0.9,0.11,0.68,0.19
projectfactory.csv,0.31,0.08,0.34,0.2,0.51,0.1,0.57,1.0,0.44,0.4,0.29,0.57,0.18,0.47,0.6
taverna.csv,0.03,0.08,0.1,0.35,0.26,0.17,0.49,0.8,0.08,0.51,0.18,0.48,0.11,0.0,0.19
tigermud.csv,0.54,0.58,0.69,0.15,0.36,0.0,0.09,0.08,0.01,0.12,0.53,0.38,0.18,0.74,0.29
unbvision.csv,0.18,0.17,0.33,0.35,0.32,0.9,0.54,0.07,0.29,0.35,0.7,0.14,0.4,0.0,0.92
x-ray-mule.csv,0.26,0.08,0.26,0.2,0.55,0.0,0.34,0.01,0.8,0.79,0.42,0.1,0.44,0.05,0.21
