,f1,g,recall,precision,pf,wins
algebsql.csv,0.45,0.46,0.55,0.51,0.66,6
cme.csv,0.0,0.0,0.0,0.0,0.0,0
hydrate.csv,0.33,0.51,0.49,0.43,0.42,9
ivef-sdk.csv,0.38,0.53,0.64,0.48,0.62,11
jmri.csv,0.38,0.37,0.33,0.5,0.19,10
jython.csv,0.52,0.48,0.73,0.5,0.72,12
kdenlive.csv,0.49,0.56,0.6,0.47,0.58,13
ninject.csv,0.32,0.27,0.26,0.43,0.44,2
ondex.csv,0.37,0.35,0.31,0.52,0.23,7
opentibia.csv,0.33,0.34,0.4,0.5,0.25,8
projectfactory.csv,0.48,0.58,0.6,0.54,0.4,14
taverna.csv,0.24,0.2,0.17,0.48,0.18,3
tigermud.csv,0.24,0.26,0.23,0.25,0.29,1
unbvision.csv,0.34,0.4,0.39,0.46,0.33,5
x-ray-mule.csv,0.28,0.28,0.24,0.48,0.26,4
