,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.45,0.67,0.5,0.62,0.46,0.76,0.88,0.23,0.3,0.18,0.27,0.2,0.0,0.65,0.21
cme.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.19,0.0,0.17,0.91
hydrate.csv,0.63,0.66,0.57,0.16,0.33,0.19,0.24,0.3,0.33,0.5,0.18,0.62,0.29,0.66,0.31
ivef-sdk.csv,0.74,0.73,0.6,0.81,0.38,1.0,0.25,0.09,0.42,0.6,0.31,0.37,0.08,0.0,0.23
jmri.csv,0.54,0.4,0.62,0.21,0.15,0.71,0.48,0.46,0.4,0.38,0.26,0.24,0.2,0.36,0.19
jython.csv,0.76,0.69,0.52,0.77,0.34,0.84,0.66,0.57,0.42,0.42,0.34,0.39,0.17,0.6,0.17
kdenlive.csv,0.76,0.69,0.56,0.48,0.49,0.46,0.3,0.22,0.51,0.51,0.3,0.59,0.16,0.79,0.22
ninject.csv,0.32,0.48,0.57,0.29,0.25,0.58,0.61,0.06,0.14,0.13,0.12,0.66,0.56,0.74,0.07
ondex.csv,0.56,0.43,0.57,0.47,0.18,0.44,0.36,0.49,0.36,0.24,0.41,0.1,0.31,0.37,0.13
opentibia.csv,0.4,0.89,0.47,0.33,0.39,0.03,0.65,0.33,0.06,0.0,0.23,0.71,0.31,0.72,0.0
projectfactory.csv,0.54,0.54,0.48,0.16,0.54,0.11,0.66,0.23,0.42,0.62,0.35,0.64,0.33,0.71,0.2
taverna.csv,0.34,0.27,0.16,0.24,0.61,0.18,0.68,0.1,0.2,0.49,0.27,0.52,0.0,0.06,0.0
tigermud.csv,0.3,0.5,0.53,0.0,0.52,0.0,0.0,0.21,0.0,0.13,0.24,0.75,0.33,0.71,0.0
unbvision.csv,0.68,0.51,0.47,0.28,0.24,0.19,0.32,0.67,0.55,0.39,0.34,0.23,0.26,0.57,0.17
x-ray-mule.csv,0.35,0.37,0.28,0.83,0.35,0.03,0.0,0.16,0.38,0.61,0.26,0.46,0.07,0.16,0.22
