,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.64,0.8,0.7,0.54
hibernate.csv,0.21,0.86,0.61,0.59
lamp.csv,0.64,0.25,0.68,0.53
thout.csv,0.86,0.7,0.68,0.71
