,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.14,0.21,0.76,0.36
hibernate.csv,0.5,0.22,0.77,0.46
lamp.csv,0.26,0.52,0.68,0.38
thout.csv,0.09,0.44,0.6,0.28
