,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.62,0.38,0.66,0.55
hibernate.csv,0.25,0.29,0.62,0.61
lamp.csv,0.67,0.29,0.58,0.55
thout.csv,0.36,0.71,0.29,0.52
