,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.43,0.88,0.45,0.39
hibernate.csv,0.02,0.92,0.36,0.28
lamp.csv,0.19,0.07,0.64,0.35
thout.csv,0.89,0.27,0.91,0.75
