,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,98.5,194.0,98.5,97.5,198.0,395.5
l2j.csv,197.5,190.5,98.5,94.5,97.5,99.0
mule.csv,296.0,263.0,97.5,94.5,97.5,98.5
springside.csv,98.5,193.0,94.5,97.5,197.5,196.5
swtfox.csv,98.5,195.5,98.5,91.5,98.5,198.0
twostep.csv,197.5,392.0,98.5,97.5,197.5,99.0
