,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.72,0.69,0.54,0.64,0.7,0.6,0.62,0.17,0.64,0.76,0.72,0.41,0.55,0.79,0.56
cornerstone.csv,0.04,0.31,0.56,0.06,0.68,0.69,0.31,0.2,0.43,0.58,0.27,0.19,0.72,0.67,0.05
esmf.csv,0.53,0.63,0.1,0.62,0.24,0.47,0.56,0.48,0.66,0.13,0.71,0.5,0.07,0.0,0.44
frogatto.csv,0.77,0.73,0.63,0.63,0.57,0.63,0.73,0.13,0.67,0.61,0.64,0.21,0.69,0.67,0.65
gretl.csv,0.61,0.54,0.44,0.63,0.64,0.63,0.09,0.64,0.68,0.63,0.6,0.61,0.13,0.75,0.6
kindb.csv,0.66,0.43,0.58,0.65,0.47,0.48,0.58,0.65,0.32,0.06,0.61,0.58,0.59,0.86,0.57
libtorrent.csv,0.5,0.69,0.59,0.63,0.4,0.45,0.17,0.58,0.7,0.57,0.75,0.55,0.68,0.78,0.46
mia.csv,0.56,0.21,0.06,0.41,0.38,0.52,0.24,0.78,0.36,0.29,0.59,0.26,0.0,0.71,0.25
open-beos.csv,0.53,0.59,0.42,0.62,0.62,0.43,0.37,0.43,0.73,0.39,0.6,0.55,0.64,0.75,0.33
pidgin.csv,0.46,0.52,0.31,0.58,0.76,0.55,0.45,0.26,0.5,0.18,0.43,0.47,0.54,0.53,0.4
quantlib.csv,0.58,0.0,0.0,0.0,0.0,0.38,0.24,0.26,0.0,0.0,0.59,0.3,0.0,0.0,0.7
riff-evolve.csv,0.43,0.58,0.63,0.48,0.64,0.6,0.74,0.7,0.35,0.24,0.52,0.68,0.62,0.49,0.2
tokratan.csv,0.56,0.69,0.19,0.57,0.29,0.56,0.51,0.09,0.69,0.62,0.62,0.65,0.26,0.81,0.05
upp-mirror.csv,0.16,0.37,0.62,0.25,0.51,0.38,0.09,0.6,0.26,0.18,0.31,0.46,0.54,0.37,0.33
wxcrp.csv,0.56,0.33,0.43,0.32,0.32,0.54,0.46,0.23,0.38,0.64,0.55,0.13,0.37,0.57,0.61
