,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.53,0.55,0.68,0.6,0.53,0.63,0.48,0.96,0.55,0.33,0.46,0.89,0.58,0.45,0.74
cornerstone.csv,0.97,0.74,0.58,0.95,0.46,0.43,0.75,0.85,0.63,0.5,0.77,0.84,0.41,0.39,0.96
esmf.csv,0.8,0.48,0.95,0.7,0.94,0.84,0.7,0.6,0.6,0.97,0.5,0.82,0.95,1.0,0.88
frogatto.csv,0.5,0.59,0.66,0.68,0.77,0.66,0.38,0.97,0.53,0.52,0.73,0.95,0.43,0.69,0.66
gretl.csv,0.56,0.71,0.87,0.67,0.56,0.64,0.98,0.67,0.52,0.54,0.53,0.7,0.97,0.32,0.59
kindb.csv,0.67,0.64,0.75,0.59,0.59,0.84,0.78,0.7,0.73,0.95,0.52,0.63,0.55,0.19,0.62
libtorrent.csv,0.83,0.62,0.62,0.71,0.88,0.86,0.96,0.71,0.59,0.58,0.4,0.63,0.59,0.56,0.85
mia.csv,0.53,0.82,0.95,0.69,0.72,0.65,0.8,0.3,0.72,0.75,0.57,0.86,1.0,0.46,0.81
open-beos.csv,0.63,0.57,0.69,0.48,0.49,0.66,0.72,0.7,0.48,0.68,0.45,0.57,0.43,0.62,0.75
pidgin.csv,0.72,0.55,0.77,0.56,0.41,0.74,0.63,0.79,0.58,0.86,0.65,0.65,0.52,0.53,0.78
quantlib.csv,0.53,1.0,1.0,1.0,1.0,0.79,0.82,0.78,1.0,1.0,0.75,0.86,1.0,1.0,0.43
riff-evolve.csv,0.65,0.52,0.53,0.6,0.43,0.64,0.34,0.56,0.7,0.8,0.54,0.41,0.45,0.56,0.85
tokratan.csv,0.52,0.6,0.85,0.63,0.93,0.59,0.59,0.98,0.49,0.5,0.51,0.52,0.78,0.39,0.96
upp-mirror.csv,0.87,0.7,0.52,0.81,0.58,0.68,0.93,0.47,0.78,0.85,0.76,0.64,0.56,0.68,0.72
wxcrp.csv,0.53,0.92,0.75,0.92,0.91,0.76,0.85,0.96,0.67,0.72,0.67,0.97,0.76,0.51,0.67
