,f1,g,recall,precision,pf,wins
clamav.csv,0.58,0.64,0.75,0.56,0.49,13
cornerstone.csv,0.37,0.31,0.27,0.7,0.13,4
esmf.csv,0.53,0.48,0.74,0.37,0.68,2
frogatto.csv,0.64,0.64,0.79,0.5,0.62,12
gretl.csv,0.61,0.61,0.71,0.52,0.57,8
kindb.csv,0.57,0.58,0.6,0.54,0.45,7
libtorrent.csv,0.6,0.58,0.85,0.52,0.61,11
mia.csv,0.41,0.36,0.32,0.5,0.21,1
open-beos.csv,0.48,0.55,0.52,0.61,0.28,9
pidgin.csv,0.49,0.47,0.45,0.52,0.22,6
quantlib.csv,0.48,0.0,0.71,0.4,0.46,0
riff-evolve.csv,0.5,0.58,0.55,0.72,0.18,14
tokratan.csv,0.52,0.56,0.6,0.6,0.38,10
upp-mirror.csv,0.36,0.37,0.32,0.69,0.16,5
wxcrp.csv,0.5,0.43,0.71,0.48,0.68,3
