,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.64,0.23,0.12,0.21,0.92,0.76,0.43,0.6,0.57,0.83,0.51,0.69,0.84,0.79,0.82,0.72,0.17,0.88
cornerstone.csv,0.56,0.27,0.19,0.4,1.0,0.88,0.2,0.57,0.62,0.0,0.71,0.5,0.95,0.85,1.0,0.73,0.33,0.83
emeraldemu.csv,0.42,0.23,0.09,0.18,0.86,0.8,0.5,0.61,0.84,0.65,0.53,0.5,1.0,0.0,0.97,0.85,0.17,0.81
grafx2.csv,0.54,0.22,0.11,0.38,0.8,0.75,0.38,0.57,0.48,0.71,0.55,0.4,0.85,0.73,0.74,0.63,0.13,0.78
jahshakafx.csv,0.58,0.23,0.1,0.25,0.94,0.76,0.44,0.45,0.58,0.71,0.59,0.71,0.91,0.85,0.83,0.68,0.15,0.83
maya-work-in-progress.csv,0.37,0.15,0.09,0.23,0.88,0.74,0.33,0.39,0.43,0.78,0.52,0.41,0.83,0.79,0.85,0.61,0.05,0.81
novembre.csv,0.58,0.22,0.08,0.19,0.89,0.73,0.5,0.4,0.4,0.59,0.58,0.38,0.77,0.69,0.63,0.77,0.13,0.83
ns-3.csv,0.4,0.21,0.08,0.28,0.9,0.75,0.31,0.32,0.46,0.55,0.64,0.27,0.81,0.5,0.7,0.6,0.04,0.78
nullc.csv,0.33,0.12,0.06,0.13,0.95,0.73,0.38,0.41,0.54,0.58,0.53,0.42,0.8,0.68,0.86,0.6,0.11,0.9
open-beos.csv,0.51,0.2,0.14,0.2,0.91,0.76,0.32,0.39,0.59,0.82,0.6,0.3,0.78,0.68,0.85,0.69,0.07,0.85
pixel-commandos.csv,0.57,0.12,0.06,0.13,1.0,0.77,0.62,0.42,0.7,0.75,0.3,0.0,0.94,0.75,0.89,0.69,0.44,0.82
planeshift.csv,0.3,0.13,0.06,0.13,0.82,0.7,0.29,0.42,0.43,0.5,0.54,0.29,0.88,0.73,0.72,0.56,0.03,0.76
plee-the-bear.csv,0.55,0.23,0.17,0.2,0.8,0.7,0.33,0.29,0.44,0.76,0.5,0.3,0.78,0.57,0.68,0.67,0.06,0.78
reaper-ecad.csv,0.7,0.29,0.0,0.33,1.0,0.8,1.0,0.62,0.89,1.0,0.8,0.0,0.9,0.0,1.0,0.86,1.0,1.0
sbml.csv,0.49,0.21,0.08,0.19,0.94,0.76,0.26,0.35,0.56,0.5,0.61,0.34,0.8,0.65,0.88,0.73,0.05,0.8
unimrcp.csv,0.48,0.14,0.09,0.15,0.95,0.75,0.3,0.47,0.55,0.51,0.52,0.48,0.85,0.88,0.88,0.62,0.08,0.77
unladen-swallow.csv,0.51,0.23,0.14,0.12,0.89,0.83,0.27,0.35,0.51,0.73,0.71,0.44,0.8,0.78,0.79,0.71,0.06,0.73
zxing.csv,0.53,0.18,0.1,0.19,0.94,0.82,0.47,0.51,0.76,0.88,0.61,1.0,0.84,0.92,0.91,0.66,0.1,0.89
