,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,1.0,0.61,0.18,0.2,1.0,0.8,0.27,1.0,0.57,0.64,0.48,0.36,0.83,0.53
continuum-ide.csv,0.5,0.18,0.27,0.0,1.0,0.4,0.63,0.76,0.0,0.05,0.18,0.05,0.27,0.11
free-evolution.csv,1.0,0.47,0.73,0.7,1.0,0.8,0.97,0.88,0.45,0.91,0.64,0.36,0.61,1.0
gtad.csv,1.0,0.14,0.45,0.1,1.0,0.4,0.37,0.35,0.17,0.27,0.24,0.0,0.28,0.17
jaxen.csv,1.0,0.88,0.64,0.9,0.0,1.0,0.8,0.71,0.38,0.68,0.61,0.64,0.93,0.75
jruby.csv,0.5,0.35,0.36,0.5,0.0,0.8,0.9,0.94,0.32,0.91,0.21,0.95,0.66,0.94
jsr308-langtools.csv,1.0,0.63,0.73,0.7,0.0,0.8,0.93,0.76,0.49,0.91,0.55,0.14,0.56,0.53
kaffeine.csv,1.0,0.84,0.73,0.0,1.0,0.8,1.0,1.0,0.68,0.36,0.67,0.23,0.37,0.69
oorexx.csv,0.0,0.43,0.82,0.6,0.0,0.0,0.53,0.0,0.48,0.05,0.58,0.23,0.11,0.72
qedo.csv,0.0,0.47,0.09,0.0,0.0,0.0,0.2,0.59,0.29,0.14,0.52,0.82,0.05,0.42
sarasvati.csv,1.0,0.14,0.73,0.1,1.0,0.8,0.7,0.65,0.65,0.59,0.36,0.27,0.38,0.14
taokgame.csv,0.5,0.06,0.09,1.0,0.0,0.0,0.2,0.18,0.45,0.18,0.18,0.0,0.06,0.25
zabbix.csv,1.0,0.49,0.45,0.3,0.0,0.4,0.7,0.18,0.4,0.23,0.52,0.14,0.48,0.36
