,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.04,1.0,0.07,0.03,0.03,0.07,0.8,0.39,0.42,0.54,0.28,0.06,0.88,0.63
continuum-ide.csv,0.5,0.69,0.2,0.0,0.25,0.17,0.66,0.54,0.0,0.33,0.29,0.01,0.89,0.5
free-evolution.csv,0.06,0.96,0.1,0.11,0.02,0.18,0.67,0.3,0.81,0.4,0.36,0.07,0.87,0.59
gtad.csv,0.15,1.0,0.15,0.07,0.05,0.29,1.0,0.32,1.0,0.5,0.36,0.0,0.9,0.6
jaxen.csv,0.03,0.8,0.07,0.24,0.0,0.38,0.62,0.27,0.68,0.26,0.26,0.09,0.88,0.59
jruby.csv,0.11,0.85,0.05,0.09,0.0,0.06,0.59,0.3,0.26,0.29,0.32,0.09,0.91,0.59
jsr308-langtools.csv,0.05,1.0,0.09,0.14,0.0,0.08,0.93,0.34,0.44,0.42,0.25,0.05,0.86,0.79
kaffeine.csv,0.03,0.98,0.11,0.0,0.03,0.09,0.62,0.36,0.34,0.4,0.26,0.04,0.84,0.61
oorexx.csv,0.0,1.0,0.11,0.23,0.0,0.0,0.94,0.0,0.7,0.33,0.3,0.11,0.88,0.76
qedo.csv,0.0,0.7,0.04,0.0,0.0,0.0,0.46,0.43,0.42,0.75,0.21,0.25,0.75,0.62
sarasvati.csv,0.05,1.0,0.14,0.04,0.05,0.06,0.81,0.35,0.34,0.41,0.4,0.05,0.84,0.56
taokgame.csv,0.05,1.0,0.04,0.53,0.0,0.0,0.55,0.33,0.51,0.27,0.67,0.0,0.88,0.9
zabbix.csv,0.04,1.0,0.14,0.08,0.0,0.08,0.78,0.38,0.65,0.33,0.28,0.03,0.88,0.57
