,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.45,0.45,0.44,0.56,0.67,0.46,0.56,0.36
biodwh.csv,0.63,0.92,0.79,0.86,0.71,0.86,0.83,0.56
brlcad.csv,0.61,0.63,0.64,0.52,0.94,0.63,0.59,0.76
critterding.csv,0.49,0.44,0.61,0.6,0.45,0.73,0.79,0.38
jmri.csv,0.99,0.56,0.68,0.58,0.61,0.48,0.96,0.4
nabu-library.csv,0.6,0.78,0.94,0.75,0.39,0.8,0.53,0.93
popeye-chess.csv,0.56,0.51,0.46,0.42,0.42,0.75,0.5,0.5
yarp.csv,0.0,0.97,0.0,0.92,0.75,0.62,0.9,0.94
