,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.05,0.54,0.0,0.0,0.82,0.0,0.13,0.16
biodwh.csv,0.29,0.24,0.37,0.2,0.37,0.15,0.06,0.82
brlcad.csv,0.71,0.47,0.49,0.58,0.38,0.54,0.44,0.37
critterding.csv,0.52,0.51,0.61,0.64,0.4,0.36,0.42,0.45
jmri.csv,0.05,0.67,0.45,0.36,0.53,0.6,0.18,0.66
nabu-library.csv,0.64,0.36,0.21,0.13,0.45,0.05,0.85,0.0
popeye-chess.csv,0.42,0.62,0.44,0.66,0.59,0.28,0.44,0.29
yarp.csv,0.0,0.31,0.0,0.35,0.1,0.57,0.35,0.2
