,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.44,0.42,0.22,0.13,0.35,0.49,0.34,0.39,0.2,0.38,0.35,0.88,0.41,0.92,0.29,0.52,0.0,0.35,0.46,0.44
array4j.csv,0.34,0.24,0.95,0.19,0.2,0.38,0.31,0.2,0.2,0.0,0.27,0.12,0.07,0.0,0.09,0.07,0.37,0.06,0.18,0.13
bzbyte.csv,0.55,0.65,0.52,0.67,0.59,0.5,0.44,0.62,0.48,0.57,0.33,0.41,0.13,0.0,0.0,0.12,0.05,1.0,0.57,0.35
capcode.csv,0.23,0.15,0.14,0.3,1.0,0.23,0.27,0.16,0.1,0.0,0.27,0.5,0.25,0.0,0.37,0.22,0.0,0.25,0.11,0.36
fm-classic.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.13,0.0,0.0,0.07,0.0,0.02,0.0,0.0
freenet.csv,0.62,0.48,0.22,0.63,0.6,0.99,0.69,0.5,0.53,0.53,0.43,0.52,0.67,0.72,0.52,0.51,0.57,0.58,0.47,0.61
hannosset.csv,0.0,0.15,0.15,0.06,0.1,0.01,0.04,0.0,0.0,0.0,0.18,0.06,0.0,0.0,0.01,0.0,0.86,0.02,0.11,0.25
haphazard.csv,0.28,0.1,0.23,0.06,0.0,0.25,0.09,0.15,0.37,0.0,1.0,0.0,0.0,0.24,0.1,0.27,0.0,0.11,0.15,0.25
intact.csv,0.51,0.38,0.22,0.45,0.63,0.58,0.98,0.3,0.2,0.0,0.59,0.55,0.54,0.0,0.32,0.17,0.37,0.47,0.63,0.42
ipfire-wall.csv,0.47,0.44,0.29,0.38,0.59,0.4,0.2,0.25,0.37,0.81,0.53,0.36,1.0,0.43,0.41,0.33,0.37,0.21,0.24,0.44
jlinalg.csv,0.5,1.0,0.13,0.36,0.63,0.58,0.49,0.53,0.41,0.65,0.53,0.52,0.56,0.38,0.0,0.52,0.54,0.57,0.34,0.47
nassp.csv,0.36,0.24,0.29,0.36,0.1,0.47,0.23,0.34,0.93,0.89,0.27,0.22,0.2,0.64,0.16,0.33,0.2,0.46,0.25,0.24
ondex.csv,0.13,0.23,0.23,0.25,0.1,0.39,0.2,0.11,0.0,0.37,0.27,0.0,0.0,0.24,0.04,0.5,0.0,0.14,0.88,0.13
optalgtoolkit.csv,0.48,0.23,0.34,0.9,0.53,0.52,0.57,0.44,0.44,0.36,0.56,0.32,0.32,0.64,0.31,0.51,0.48,0.52,0.44,0.66
pustefix.csv,0.2,0.34,0.32,0.4,0.44,0.23,0.26,1.0,0.2,0.0,0.48,0.32,0.0,0.24,0.24,0.27,0.0,0.55,0.4,0.36
soar.csv,0.24,0.44,0.55,0.38,0.73,0.59,0.37,0.35,0.44,0.52,0.64,0.48,0.4,0.38,0.47,0.95,0.6,0.56,0.53,0.34
sqlpower-library.csv,0.99,0.58,0.41,0.35,0.64,0.57,0.52,0.26,0.46,0.36,0.63,0.49,0.42,0.23,0.18,0.17,0.38,0.48,0.21,0.36
super-tux.csv,0.0,0.59,0.48,0.13,0.63,0.64,0.42,0.09,0.0,0.49,0.66,0.69,0.0,0.05,1.0,0.0,0.0,0.61,0.43,0.47
tart.csv,0.05,0.02,0.07,0.0,0.0,0.05,0.09,0.05,0.0,0.0,0.0,0.17,0.0,0.83,0.04,0.22,0.0,0.23,0.25,0.06
web-cat.csv,0.39,0.54,0.39,0.53,0.65,0.42,0.42,0.28,0.59,0.37,0.66,0.44,0.49,0.57,0.46,0.29,0.61,0.48,0.54,1.0
