,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.54,0.64,0.81,0.8,0.49,0.55,0.95,0.81,0.87,0.86,0.57,0.95,0.64,0.68,0.79,0.57,0.9,0.77,0.48,0.43
array4j.csv,0.68,0.8,0.93,0.86,0.92,0.67,0.8,0.89,0.88,0.75,0.61,0.77,0.83,0.93,0.86,0.5,0.94,0.8,0.62,0.89
bzbyte.csv,0.41,0.42,0.43,0.32,0.4,0.35,0.51,0.44,0.43,0.35,0.33,0.41,0.35,0.35,0.45,0.83,0.36,0.39,0.38,0.33
capcode.csv,0.93,0.83,0.94,0.88,0.92,0.93,0.91,0.88,0.91,0.83,0.92,0.76,0.94,0.95,0.86,0.9,0.9,0.92,0.98,0.6
fm-classic.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.67,0.5,0.0,0.5,0.0,0.0,0.67,0.0,0.5,0.0,0.0
freenet.csv,0.42,0.6,0.73,0.34,0.44,0.43,0.47,0.46,0.35,0.4,0.36,0.48,0.46,0.42,0.49,0.32,0.44,0.46,0.36,0.34
hannosset.csv,0.0,0.83,0.83,0.83,0.8,0.5,0.0,0.0,0.0,0.83,0.86,0.88,0.0,0.75,0.0,0.0,0.8,0.5,0.83,0.9
haphazard.csv,0.92,0.75,0.89,0.5,0.8,0.89,0.93,0.82,0.67,0.67,0.92,0.83,0.91,0.94,0.9,0.9,0.91,0.83,0.95,0.83
intact.csv,0.5,0.5,0.58,0.45,0.47,0.5,0.72,0.75,0.92,0.82,0.46,0.56,0.55,0.94,0.89,0.39,0.93,0.54,0.4,0.82
ipfire-wall.csv,0.67,0.56,0.94,0.35,0.45,0.68,0.96,0.8,0.74,0.5,0.45,0.79,0.56,0.66,0.7,0.37,0.93,0.87,0.55,0.52
jlinalg.csv,0.47,0.5,0.39,0.36,0.44,0.42,0.41,0.44,0.58,0.61,0.47,0.44,0.4,0.38,0.48,0.45,0.37,0.47,0.34,0.45
nassp.csv,0.57,0.73,0.9,0.69,0.57,0.55,0.66,0.79,0.67,0.48,0.69,0.93,0.8,0.83,0.79,0.5,0.58,0.48,0.83,0.62
ondex.csv,0.8,0.95,0.91,0.89,0.85,0.64,0.9,0.8,0.5,0.83,0.74,0.75,0.8,0.75,0.67,0.43,0.5,0.92,0.96,0.91
optalgtoolkit.csv,0.65,0.9,0.77,0.61,0.64,0.48,0.5,0.49,0.52,0.52,0.65,0.71,0.48,0.45,0.83,0.77,0.49,0.43,0.58,0.39
pustefix.csv,0.89,0.71,0.61,0.43,0.61,0.99,0.78,0.75,0.88,0.93,0.62,0.6,0.67,0.9,0.95,0.45,0.5,0.46,0.85,0.76
soar.csv,0.41,0.73,0.62,0.35,0.52,0.47,0.38,0.38,0.53,0.32,0.45,0.55,0.5,0.39,0.57,0.55,0.47,0.52,0.4,0.33
sqlpower-library.csv,0.43,0.6,0.51,0.5,0.57,0.49,0.61,0.82,0.65,0.52,0.46,0.62,0.62,0.89,0.94,0.37,0.91,0.55,0.97,0.6
super-tux.csv,0.38,0.42,0.47,0.27,0.41,0.37,0.35,0.37,0.36,0.33,0.35,0.44,0.36,0.34,0.44,0.0,0.37,0.39,0.4,0.28
tart.csv,0.67,0.67,0.75,0.0,0.8,0.95,0.75,0.75,0.0,0.0,0.0,0.91,0.0,0.75,0.67,0.79,0.5,0.92,0.95,0.0
web-cat.csv,0.7,0.57,0.6,0.46,0.57,0.64,0.55,0.64,0.5,0.93,0.42,0.49,0.42,0.52,0.55,0.4,0.49,0.53,0.57,0.58
