,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.72,0.66,0.84,0.93,0.85,0.66,0.72,0.71,0.88,0.67,0.77,0.14,0.78,0.29,0.95,0.68,1.01,0.82,0.79,0.75
array4j.csv,0.76,0.8,0.06,0.85,0.85,0.7,0.77,0.86,0.84,1.0,0.82,0.94,0.95,1.01,0.93,0.94,0.7,0.95,0.94,0.92
bzbyte.csv,0.61,0.46,0.82,0.71,0.75,0.82,0.75,0.53,0.84,0.79,0.93,0.88,0.97,1.0,1.0,0.91,0.99,0.0,0.68,0.9
capcode.csv,0.86,0.88,0.91,0.74,0.0,0.87,0.8,0.87,0.94,1.0,0.79,0.66,0.84,1.02,0.96,0.82,1.01,0.79,0.94,0.74
fm-classic.csv,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.92,1.0,0.89,1.0,1.0,0.94,1.0,0.98,1.0,1.0
freenet.csv,0.59,0.8,0.87,0.68,0.74,0.01,0.58,0.82,0.8,0.78,0.9,0.68,0.61,0.66,0.81,0.81,0.77,0.61,0.85,0.73
hannosset.csv,1.0,0.88,0.88,0.96,0.92,0.99,0.97,1.0,1.0,1.0,0.85,0.95,1.0,1.0,0.99,1.0,0.17,0.98,0.91,0.81
haphazard.csv,0.77,0.92,0.82,0.95,1.0,0.85,0.95,0.96,0.71,1.0,0.0,1.0,1.04,0.82,1.0,0.78,1.01,0.91,0.88,0.79
intact.csv,0.63,0.69,0.97,0.7,0.6,0.58,0.03,0.76,0.87,1.03,0.65,0.66,0.68,1.02,0.75,0.98,0.69,0.74,0.67,0.64
ipfire-wall.csv,0.61,0.86,0.78,0.94,0.69,0.68,0.87,0.92,0.74,0.54,0.79,0.77,0.0,0.69,0.92,1.0,0.69,0.87,0.93,0.71
jlinalg.csv,0.81,0.0,0.98,0.96,0.66,0.7,0.84,0.8,0.84,0.54,0.79,0.8,0.77,0.94,1.01,0.8,0.81,0.68,0.91,0.83
nassp.csv,0.82,0.8,0.76,0.76,0.99,0.61,0.88,0.72,0.09,0.38,0.81,0.84,0.84,0.43,0.89,0.76,0.91,0.64,0.82,0.84
ondex.csv,0.89,1.06,0.82,0.81,0.99,0.73,0.84,0.91,1.0,0.71,0.83,1.0,1.01,0.8,0.97,0.8,1.0,0.94,0.15,0.94
optalgtoolkit.csv,0.74,1.06,0.79,0.11,0.59,0.76,0.66,0.87,0.75,0.77,0.55,0.83,0.99,0.68,0.83,0.59,0.77,0.77,0.72,0.66
pustefix.csv,0.83,0.98,0.93,0.78,0.73,0.9,0.84,0.02,0.84,1.02,0.7,0.86,1.0,0.81,0.83,0.97,1.0,0.72,0.69,0.77
soar.csv,0.94,0.88,0.66,0.94,0.53,0.67,0.91,0.9,0.86,0.82,0.66,0.78,0.92,0.9,0.85,0.06,0.74,0.69,0.78,0.91
sqlpower-library.csv,0.06,0.68,0.87,0.79,0.56,0.63,0.61,0.81,0.64,0.82,0.62,0.72,0.72,0.86,0.87,0.96,0.68,0.78,0.83,0.74
super-tux.csv,1.0,0.49,0.83,0.97,0.7,0.68,0.88,0.98,1.0,0.83,0.62,0.64,1.0,0.99,0.0,1.0,1.0,0.61,0.85,0.85
tart.csv,0.96,0.99,0.94,1.0,1.0,0.97,0.93,0.96,1.0,1.0,1.0,0.86,1.0,0.2,0.97,0.87,1.0,0.81,0.79,0.95
web-cat.csv,0.69,0.75,0.83,0.65,0.53,0.78,0.77,0.96,0.69,0.7,0.62,0.84,0.83,0.66,0.87,0.94,0.63,0.7,0.67,0.0
