,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.4,0.0,0.42,0.28,0.23,0.33,0.67,0.16,0.56,0.56,0.52,0.57,0.42
gamestone.csv,0.22,0.54,0.34,0.37,0.17,0.04,0.2,0.22,0.08,0.15,0.29,0.34,0.42
gbif-providertoolkit.csv,0.55,0.0,0.54,0.42,0.47,0.64,0.63,0.42,0.36,0.61,0.51,0.73,0.28
growl-for-windows.csv,0.63,0.33,0.0,0.0,0.38,0.33,0.61,0.0,0.0,0.08,0.65,0.8,0.0
gss.csv,0.77,0.47,0.69,0.47,0.29,0.65,0.58,0.49,0.33,0.78,0.8,0.62,0.56
heekscad.csv,0.79,0.38,0.64,0.49,0.35,0.67,0.46,0.48,0.41,0.86,0.65,0.54,0.6
igarden.csv,0.69,0.4,0.55,0.56,0.38,0.69,0.54,0.45,0.55,0.81,0.53,0.46,0.54
levent.csv,0.71,0.08,0.27,0.15,0.34,0.77,0.61,0.18,0.0,0.53,0.65,0.78,0.0
openmsx.csv,0.7,0.24,0.38,0.47,0.22,0.47,0.51,0.55,0.22,0.5,0.56,0.64,0.31
pnotepad.csv,0.73,0.33,0.63,0.47,0.28,0.72,0.5,0.44,0.33,0.93,0.7,0.56,0.59
quark.csv,0.58,0.22,0.44,0.36,0.29,0.0,0.45,0.14,0.67,0.19,0.12,0.05,0.34
tango-cs.csv,0.69,0.37,0.52,0.44,0.34,0.69,0.36,0.5,0.33,0.61,0.49,0.51,0.59
xcsoar.csv,0.71,0.25,0.68,0.45,0.41,0.51,0.42,0.41,0.33,0.34,0.57,0.71,0.48
