,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.34,0.27,0.17,0.08,0.25,0.04,0.3,0.04,0.25,0.1,0.5,0.11,0.38
gamestone.csv,0.06,0.21,0.17,0.38,0.28,0.04,0.5,0.16,0.23,0.1,0.0,0.44,0.55
gbif-providertoolkit.csv,0.68,0.37,0.54,0.44,0.28,0.39,0.23,0.43,0.44,0.5,0.7,0.22,0.16
growl-for-windows.csv,0.11,0.04,0.0,0.0,0.42,0.04,0.9,0.0,0.0,0.0,0.8,0.17,0.0
gss.csv,0.28,0.29,0.58,0.81,0.85,0.57,1.0,0.67,1.0,0.1,0.15,0.83,0.8
heekscad.csv,0.3,0.25,0.3,0.33,0.57,0.43,0.63,0.61,0.71,0.5,0.05,0.56,0.74
igarden.csv,0.17,0.23,0.32,0.25,0.36,0.35,0.73,0.41,0.4,0.3,0.15,0.39,0.75
levent.csv,0.74,0.31,0.11,0.07,0.67,0.35,0.73,0.17,0.0,0.2,0.6,0.44,0.0
openmsx.csv,0.7,0.83,0.39,0.75,0.28,0.39,0.47,0.33,0.38,0.6,0.8,0.5,0.39
pnotepad.csv,0.21,0.52,0.73,0.97,0.91,0.52,1.0,0.74,1.0,0.0,0.45,0.83,0.86
quark.csv,0.13,0.0,0.01,0.07,0.06,0.0,0.1,0.04,0.25,0.0,0.05,0.0,0.33
tango-cs.csv,0.72,0.27,0.58,0.75,0.67,0.52,0.37,0.65,0.9,0.4,0.5,0.44,0.38
xcsoar.csv,0.17,0.12,0.27,0.53,0.31,0.3,0.7,0.35,1.0,0.0,0.25,0.22,0.49
