,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.77,0.52,0.76,0.96
jajuk.csv,0.98,0.65,0.72,0.51
vapor.csv,0.08,0.13,0.96,0.14
zorannt.csv,0.54,0.91,0.32,0.56
