,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.62,0.2,0.33,0.99
jajuk.csv,0.99,0.2,0.31,0.68
vapor.csv,0.67,0.12,1.0,0.82
zorannt.csv,0.47,1.0,0.19,0.64
