,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.75,0.69,0.64,0.67,0.4,0.37,0.6,0.7,0.51,0.72,0.59,0.44,0.68,0.72,0.74,0.74,0.69,0.71
cornerstone.csv,0.51,0.3,0.42,0.46,0.22,0.27,0.07,0.27,0.03,0.03,0.71,0.56,0.31,0.44,0.12,0.62,0.47,0.5
emeraldemu.csv,0.9,0.47,0.73,1.0,0.24,0.2,0.4,0.68,0.35,0.62,0.67,0.07,0.26,0.0,0.5,0.03,0.52,0.07
grafx2.csv,0.9,0.75,0.73,0.88,0.32,0.43,0.6,0.73,0.53,0.69,0.67,0.78,0.61,0.7,0.92,0.85,0.68,0.64
jahshakafx.csv,0.78,0.64,0.88,0.71,0.32,0.23,0.47,0.81,0.43,0.47,0.67,0.11,0.49,0.47,0.64,0.62,0.65,0.71
kindb.csv,0.87,0.54,0.88,0.79,0.38,0.37,0.73,0.76,0.65,0.69,0.65,0.04,0.63,0.28,0.54,0.82,0.68,0.07
maya-work-in-progress.csv,0.94,0.82,0.85,0.62,0.94,0.53,0.87,0.89,0.8,0.88,0.98,0.93,0.85,0.84,0.71,0.76,0.89,1.0
netatalk.csv,0.92,0.91,0.82,1.0,0.42,0.51,0.8,0.8,0.68,0.75,0.76,0.59,0.65,0.65,0.78,0.79,0.81,0.71
novembre.csv,0.62,0.69,0.18,0.38,0.18,0.4,0.6,0.53,0.85,0.5,0.49,0.81,0.22,0.51,0.47,0.79,0.58,1.0
ns-3.csv,0.63,0.68,0.36,0.08,0.44,0.68,1.0,0.44,0.73,0.53,0.53,1.0,0.82,0.79,0.75,0.88,0.9,0.93
nullc.csv,0.73,0.78,1.0,0.88,0.8,0.43,0.73,0.66,0.53,0.16,0.67,0.37,0.68,0.58,0.64,0.68,0.8,0.29
open-beos.csv,0.89,0.83,0.7,0.79,0.48,0.42,0.73,0.84,0.64,0.44,0.39,0.96,0.65,0.95,0.75,1.0,0.78,1.0
planeshift.csv,0.99,0.99,0.91,0.96,0.82,0.53,0.6,0.76,0.81,0.75,0.76,0.85,0.71,0.72,0.7,0.85,0.97,1.0
plee-the-bear.csv,0.87,0.46,0.79,0.08,0.54,0.65,0.6,0.68,0.74,0.66,0.76,0.74,0.67,0.67,0.59,0.68,0.64,0.71
reaper-ecad.csv,0.51,0.25,0.42,0.75,0.24,0.05,0.13,0.39,0.18,0.03,0.22,0.0,0.3,0.0,0.3,0.18,0.45,0.14
sbml.csv,0.69,0.8,0.82,0.96,0.38,0.54,0.73,0.91,0.66,0.88,0.73,0.96,0.79,0.77,0.7,0.91,0.72,0.79
unimrcp.csv,0.87,0.75,0.64,0.88,0.4,0.42,0.8,0.67,0.51,0.75,0.86,0.81,0.65,0.56,0.61,0.74,0.8,0.64
unladen-swallow.csv,0.27,0.45,0.45,0.04,0.16,0.3,0.53,0.42,0.39,0.41,0.33,0.7,0.39,0.44,0.2,0.41,0.58,0.71
