,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.63,0.22,0.12,0.29,0.91,0.77,0.47,0.54,0.53,0.74,0.52,0.44,0.83,0.79,0.82,0.93,0.72,0.5
cornerstone.csv,0.54,0.26,0.26,0.38,0.92,0.83,0.12,0.49,0.67,1.0,0.74,0.5,0.96,0.7,1.0,0.91,0.72,0.37
emeraldemu.csv,0.41,0.24,0.09,0.18,0.92,0.83,0.5,0.64,0.76,0.74,0.52,1.0,0.93,0.0,0.97,1.0,0.81,1.0
grafx2.csv,0.41,0.2,0.09,0.21,0.89,0.64,0.38,0.49,0.46,0.67,0.55,0.3,0.81,0.81,0.74,0.83,0.64,0.45
jahshakafx.csv,0.57,0.22,0.09,0.23,0.94,0.79,0.5,0.45,0.6,0.71,0.57,0.75,0.91,0.83,0.83,0.91,0.74,0.42
kindb.csv,0.54,0.2,0.11,0.22,0.86,0.77,0.33,0.51,0.51,0.73,0.48,0.5,0.88,0.92,0.93,0.93,0.71,1.0
maya-work-in-progress.csv,0.37,0.18,0.1,0.29,0.85,0.72,0.3,0.39,0.42,0.78,0.53,0.38,0.81,0.75,0.82,0.84,0.62,0.37
netatalk.csv,0.48,0.15,0.08,0.13,0.95,0.73,0.33,0.4,0.45,0.52,0.49,0.42,0.87,0.8,0.83,0.82,0.61,0.48
novembre.csv,0.59,0.21,0.06,0.12,1.0,0.78,0.56,0.33,0.4,0.62,0.56,0.34,0.73,0.69,0.61,0.75,0.74,0.38
ns-3.csv,0.48,0.21,0.06,0.07,0.88,0.76,0.3,0.24,0.41,0.53,0.63,0.28,0.77,0.48,0.66,0.65,0.58,0.29
nullc.csv,0.41,0.11,0.06,0.17,1.0,0.73,0.37,0.42,0.5,0.71,0.55,0.42,0.82,0.71,0.84,0.85,0.6,0.25
open-beos.csv,0.52,0.2,0.13,0.21,0.92,0.75,0.33,0.39,0.62,0.78,0.58,0.27,0.78,0.58,0.85,0.68,0.68,0.3
planeshift.csv,0.3,0.12,0.07,0.13,0.82,0.72,0.26,0.41,0.44,0.55,0.52,0.33,0.88,0.78,0.82,0.81,0.57,0.33
plee-the-bear.csv,0.51,0.21,0.17,0.18,0.82,0.69,0.31,0.29,0.45,0.81,0.51,0.34,0.79,0.57,0.7,0.74,0.64,0.29
reaper-ecad.csv,0.65,0.3,0.25,0.32,1.0,0.88,1.0,0.71,0.89,1.0,0.79,0.0,0.98,0.0,1.0,1.0,0.83,1.0
sbml.csv,0.44,0.2,0.08,0.18,0.95,0.73,0.24,0.34,0.53,0.42,0.63,0.33,0.8,0.66,0.88,0.74,0.69,0.28
unimrcp.csv,0.5,0.18,0.1,0.23,0.95,0.79,0.3,0.51,0.56,0.69,0.51,0.47,0.83,0.89,0.88,0.89,0.64,0.53
unladen-swallow.csv,0.56,0.23,0.14,0.12,0.89,0.82,0.3,0.37,0.52,0.72,0.73,0.43,0.78,0.79,0.79,0.78,0.75,0.42
