,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.68,0.34,0.2,0.41,0.56,0.5,0.53,0.61,0.52,0.73,0.55,0.44,0.75,0.76,0.78,0.82,0.71,0.59
cornerstone.csv,0.53,0.28,0.32,0.42,0.35,0.41,0.09,0.35,0.06,0.06,0.73,0.53,0.47,0.54,0.21,0.74,0.57,0.42
emeraldemu.csv,0.56,0.32,0.17,0.3,0.38,0.33,0.44,0.66,0.47,0.68,0.58,0.14,0.4,0.0,0.66,0.06,0.63,0.13
grafx2.csv,0.56,0.32,0.16,0.34,0.47,0.51,0.46,0.58,0.49,0.68,0.61,0.43,0.69,0.75,0.82,0.84,0.66,0.53
jahshakafx.csv,0.66,0.33,0.16,0.34,0.48,0.36,0.48,0.58,0.5,0.57,0.62,0.19,0.64,0.6,0.73,0.74,0.69,0.53
kindb.csv,0.67,0.29,0.19,0.35,0.53,0.5,0.46,0.61,0.57,0.71,0.56,0.07,0.73,0.43,0.68,0.87,0.7,0.13
maya-work-in-progress.csv,0.53,0.29,0.18,0.39,0.9,0.61,0.45,0.54,0.55,0.82,0.69,0.54,0.83,0.79,0.76,0.8,0.73,0.54
netatalk.csv,0.63,0.26,0.15,0.23,0.58,0.6,0.47,0.54,0.54,0.62,0.59,0.49,0.75,0.72,0.8,0.81,0.69,0.57
novembre.csv,0.6,0.32,0.09,0.19,0.31,0.53,0.58,0.41,0.54,0.55,0.52,0.48,0.34,0.59,0.53,0.77,0.65,0.55
ns-3.csv,0.55,0.32,0.1,0.08,0.59,0.71,0.46,0.31,0.53,0.53,0.58,0.44,0.79,0.6,0.7,0.75,0.7,0.44
nullc.csv,0.53,0.19,0.11,0.28,0.89,0.54,0.49,0.52,0.51,0.26,0.61,0.39,0.74,0.64,0.73,0.75,0.69,0.27
open-beos.csv,0.66,0.32,0.22,0.33,0.63,0.54,0.46,0.53,0.63,0.56,0.46,0.42,0.71,0.72,0.8,0.81,0.73,0.46
planeshift.csv,0.46,0.21,0.13,0.23,0.82,0.61,0.37,0.53,0.57,0.63,0.62,0.47,0.79,0.75,0.75,0.83,0.71,0.49
plee-the-bear.csv,0.65,0.29,0.28,0.11,0.65,0.67,0.41,0.41,0.56,0.72,0.61,0.47,0.72,0.62,0.64,0.71,0.64,0.42
reaper-ecad.csv,0.58,0.27,0.31,0.45,0.39,0.09,0.24,0.51,0.29,0.06,0.35,0.0,0.46,0.0,0.46,0.3,0.59,0.25
sbml.csv,0.54,0.32,0.14,0.3,0.54,0.62,0.37,0.5,0.59,0.57,0.68,0.49,0.79,0.71,0.78,0.82,0.7,0.42
unimrcp.csv,0.63,0.29,0.17,0.37,0.56,0.55,0.44,0.58,0.54,0.72,0.64,0.59,0.73,0.69,0.72,0.81,0.71,0.58
unladen-swallow.csv,0.37,0.31,0.21,0.06,0.27,0.44,0.38,0.4,0.45,0.52,0.45,0.54,0.52,0.57,0.32,0.54,0.65,0.53
