,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.83,0.91,0.55,1.0,0.89,0.45,0.82,0.95,1.0,0.39,0.28,0.73,1.0,0.96,0.77,0.96,1.0,0.99,0.73
co-ode-owl-plugins.csv,0.71,0.51,0.64,0.58,0.8,0.86,0.62,0.57,0.24,0.67,0.94,0.8,0.67,0.85,0.85,0.64,0.47,0.52,0.98
exl.csv,0.5,0.57,0.09,0.75,0.5,0.64,0.74,0.22,0.52,0.17,0.65,0.6,0.11,0.35,0.38,0.52,0.67,0.61,0.73
firebreath.csv,0.29,0.43,0.82,0.67,0.72,0.75,0.62,0.68,0.14,0.44,0.85,0.67,0.83,0.58,0.22,0.56,0.07,0.29,0.76
irplus.csv,0.5,0.46,0.09,0.75,0.37,0.61,0.68,0.42,0.62,0.22,0.35,0.4,0.61,0.96,0.19,0.64,0.67,0.29,0.44
jasperreports.csv,0.5,0.49,0.36,1.0,0.72,0.45,0.53,0.88,0.95,0.33,0.24,0.2,0.22,0.96,0.13,0.4,0.87,0.21,0.63
javaprofiler.csv,0.83,0.94,0.64,1.0,1.0,0.93,0.85,0.63,0.43,0.83,0.87,0.93,1.0,1.0,0.21,0.68,1.0,0.79,1.0
konversation.csv,0.21,0.37,0.36,0.67,0.46,0.45,0.53,0.75,0.24,0.5,0.13,0.73,0.78,1.0,0.14,0.72,0.4,0.69,0.63
lazarus-ccr.csv,0.79,0.43,1.0,0.25,0.8,0.52,0.59,0.53,0.43,0.61,0.19,0.53,0.78,0.31,0.86,0.68,0.33,0.48,0.61
linuxsh.csv,0.62,0.49,0.73,0.08,0.17,0.7,0.29,0.17,0.0,0.67,0.96,0.67,0.06,0.04,0.75,0.24,0.07,0.15,0.66
migen.csv,0.21,0.37,0.91,0.67,0.61,0.39,0.71,0.43,0.05,0.72,0.61,0.6,0.06,0.92,0.08,0.44,0.13,0.37,0.9
moviesandbox.csv,0.5,0.86,0.36,0.92,0.54,0.73,0.5,0.67,0.1,0.67,0.78,0.8,0.67,0.62,0.34,0.4,0.2,0.65,0.85
mvnforum.csv,0.08,0.23,0.82,0.0,0.54,0.95,0.35,0.27,0.05,0.61,0.54,0.33,0.61,0.08,0.47,0.32,0.07,0.48,0.44
nebuladevice.csv,0.54,0.46,0.0,0.25,0.26,0.27,0.5,0.47,0.67,0.83,0.22,0.47,0.17,0.31,0.34,0.16,0.6,0.71,0.39
ontomorphtab.csv,0.33,0.71,1.0,0.92,0.83,0.89,0.85,0.82,0.86,0.28,0.61,0.8,0.33,0.96,0.24,0.64,0.87,0.31,0.93
opengs.csv,0.08,0.14,0.55,0.67,0.59,0.73,0.29,0.42,0.14,0.17,0.8,0.53,0.56,0.54,0.3,0.32,0.33,0.43,0.76
scite-ru.csv,1.0,0.91,0.82,0.58,0.83,0.91,0.88,0.63,0.52,0.83,0.89,1.0,0.89,1.0,0.98,0.84,0.67,0.96,1.0
tokratan.csv,0.21,0.37,0.45,0.58,0.54,0.59,0.56,0.27,0.1,0.06,0.15,0.6,0.72,0.92,0.12,0.44,0.6,0.81,0.59
xuggle.csv,0.71,0.51,0.73,0.58,0.74,0.68,0.53,0.57,0.62,0.28,0.81,0.93,0.83,0.92,0.82,0.72,0.67,0.73,0.54
