,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.68,1.0,0.82,0.94,0.96,0.54,0.79,0.98,1.0,0.96,0.4,0.67,1.0,0.99,0.22,0.93,0.99,0.97,0.85
co-ode-owl-plugins.csv,0.57,0.57,0.4,0.26,0.55,0.54,0.47,0.41,0.04,0.09,0.77,0.98,0.5,0.57,0.94,0.41,0.63,0.14,0.77
exl.csv,0.54,0.67,0.15,0.41,0.31,0.54,0.67,0.4,0.54,0.52,0.47,0.65,0.2,0.23,0.08,0.48,0.39,0.44,0.0
firebreath.csv,0.11,0.14,0.47,0.41,0.41,0.4,0.42,0.31,0.0,0.41,0.65,0.48,0.68,0.15,0.36,0.57,0.06,0.31,0.31
irplus.csv,0.46,0.1,0.2,0.29,0.1,0.37,0.49,0.3,0.48,0.34,0.22,0.18,0.75,0.38,0.44,0.32,0.42,0.08,0.08
jasperreports.csv,0.64,0.48,0.6,0.96,0.85,0.63,0.37,0.83,1.0,0.96,0.66,0.13,0.36,0.13,0.03,0.52,0.7,0.0,0.54
javaprofiler.csv,0.68,0.76,0.6,0.96,0.98,0.77,0.7,0.44,0.48,0.39,0.56,0.88,0.93,0.67,0.31,0.48,0.93,0.28,1.0
konversation.csv,0.11,0.29,0.27,0.18,0.22,0.17,0.26,0.42,0.23,0.21,0.16,0.73,0.59,0.71,0.08,0.52,0.55,0.67,0.54
lazarus-ccr.csv,0.21,0.48,0.98,0.63,0.88,0.63,0.6,0.62,0.46,0.23,0.31,0.53,0.55,0.7,0.75,0.77,0.62,0.75,0.92
linuxsh.csv,0.61,0.33,0.36,0.1,0.06,0.57,0.28,0.17,0.06,0.11,0.79,0.85,0.23,0.12,0.92,0.09,0.04,0.06,0.38
migen.csv,0.32,0.1,0.75,0.34,0.25,0.2,0.3,0.26,0.04,0.23,0.43,0.6,0.14,0.17,0.03,0.34,0.21,0.17,0.46
moviesandbox.csv,0.57,0.81,0.2,0.43,0.34,0.43,0.4,0.54,0.13,0.28,0.47,0.73,0.64,0.5,0.53,0.25,0.3,0.56,0.62
mvnforum.csv,0.04,0.29,0.71,0.07,0.29,0.83,0.23,0.15,0.0,0.01,0.26,0.31,0.3,0.48,0.31,0.11,0.3,0.67,0.54
nebuladevice.csv,0.61,0.86,0.02,0.57,0.52,0.46,0.67,0.68,0.71,0.47,0.42,0.5,0.23,0.34,0.31,0.3,0.25,0.69,0.23
ontomorphtab.csv,0.46,0.24,0.93,0.7,0.57,0.74,0.67,0.65,0.77,0.61,0.6,0.51,0.36,0.32,0.33,0.59,0.8,0.17,0.46
opengs.csv,0.0,0.0,0.25,0.14,0.19,0.54,0.26,0.32,0.04,0.01,0.35,0.38,0.66,0.51,0.14,0.25,0.41,0.33,0.15
scite-ru.csv,0.93,0.62,0.47,0.47,0.62,0.74,0.74,0.59,0.25,0.72,0.58,0.87,0.98,1.0,1.0,0.7,0.93,1.0,0.85
tokratan.csv,0.18,0.19,0.35,0.19,0.19,0.4,0.26,0.2,0.0,0.08,0.03,0.22,0.61,0.54,0.0,0.18,0.62,0.72,0.08
xuggle.csv,0.54,0.24,0.56,0.28,0.21,0.54,0.35,0.45,0.38,0.37,0.42,0.44,0.66,0.97,0.69,0.57,0.77,0.64,0.23
