,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.41,0.05,0.36,0.0,0.93,0.55
chaperon.csv,0.46,0.33,0.47,0.97,0.43,0.6
mule.csv,0.65,0.12,0.32,0.54,0.55,0.73
nunit.csv,0.57,0.59,0.33,0.64,0.21,0.65
springside.csv,0.64,0.68,0.36,0.64,0.5,0.68
swtfox.csv,0.4,0.51,0.69,0.26,0.12,0.51
