,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.38,0.27,0.76,0.26,0.27,0.57,0.48,0.61,0.07,0.0,0.24,0.62
emono.csv,0.42,0.21,0.74,0.23,0.26,0.55,0.47,0.59,0.07,0.03,0.27,0.78
freedom-erp.csv,0.86,0.11,0.9,0.2,0.0,0.0,0.95,0.77,0.0,0.0,0.0,0.83
jchassis.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.25,0.0,0.0
jmoney.csv,0.77,0.22,0.86,0.33,0.36,0.57,0.88,0.7,0.11,0.0,0.26,0.62
jmonkeyengine.csv,0.18,0.15,0.61,0.38,0.52,0.56,0.27,0.0,0.07,0.04,0.24,0.63
jsidplay2.csv,0.6,0.2,0.91,0.15,0.22,0.62,0.76,0.64,0.08,0.0,1.0,0.8
matrex.csv,0.61,0.31,0.88,0.0,0.12,0.68,0.85,0.71,0.0,0.0,0.46,0.76
mediate.csv,0.42,0.2,0.82,0.26,0.38,0.69,0.46,0.6,0.09,0.04,0.0,0.83
mesa3d.csv,0.34,0.17,0.74,0.36,0.32,0.57,0.56,0.64,0.09,0.0,0.34,0.66
pustefix.csv,0.17,0.08,0.67,0.52,0.42,0.56,0.24,0.6,0.02,0.07,0.22,0.65
reaper3d.csv,0.41,0.16,0.75,0.25,0.24,1.0,0.55,0.62,0.15,0.0,0.17,0.74
