,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.9,0.58,0.94,0.51,0.54,0.88,0.04,0.67,0.57,0.99,0.81,0.81,0.5,0.91,0.53,0.94,0.85,0.62,0.69
bzbyte.csv,0.86,0.87,0.75,0.81,0.72,0.96,0.8,0.74,0.76,0.86,0.91,0.0,0.89,0.93,0.88,0.72,0.76,1.09,0.73
chrysalis.csv,0.96,0.88,0.97,0.72,0.66,0.87,0.75,0.77,0.82,0.98,1.0,0.96,0.64,0.98,0.94,0.87,0.11,0.78,0.81
dspace-gsoc.csv,0.74,0.74,0.64,0.82,0.79,0.78,0.93,0.62,0.79,0.62,0.08,0.8,0.83,0.66,0.81,0.54,0.95,1.19,0.78
fbmanager.csv,0.58,0.58,0.03,0.67,0.59,0.8,0.69,0.63,0.72,0.57,0.81,0.62,0.55,0.53,0.54,0.67,0.68,0.6,0.58
fityk.csv,0.7,0.73,0.6,0.47,0.53,0.78,0.54,0.62,0.56,0.7,0.6,0.65,0.55,0.05,0.38,0.9,0.76,0.53,0.53
fleet-simulator.csv,0.63,0.91,0.66,0.77,0.95,0.94,0.93,0.9,0.81,0.65,0.9,0.89,0.82,0.74,0.88,0.0,0.65,1.0,0.87
freenet.csv,0.72,0.71,0.57,0.75,0.01,0.69,0.63,0.66,0.69,0.59,0.97,0.69,0.74,0.66,0.59,0.44,0.62,1.01,0.72
google-caja.csv,0.46,0.67,0.46,0.53,0.72,0.84,0.57,0.05,0.69,0.71,0.56,0.91,0.73,0.67,0.51,0.19,0.51,0.19,0.61
k3b.csv,0.63,0.98,0.73,0.55,0.53,0.78,0.6,0.6,0.49,0.02,0.85,0.67,0.73,0.76,0.75,1.07,0.45,1.08,0.56
mediaportal.csv,0.99,0.79,1.0,0.87,0.84,0.6,0.71,0.84,0.85,1.0,0.97,0.89,0.07,0.98,0.89,1.0,1.0,0.76,0.93
myfaces.csv,0.92,0.55,0.8,1.02,0.86,0.82,0.6,0.92,0.1,0.93,0.82,0.68,0.64,0.9,0.68,1.0,1.02,0.72,0.76
onotoa.csv,0.99,0.68,0.68,0.75,0.81,0.0,0.81,0.77,0.91,0.85,0.7,0.74,0.67,0.88,0.91,0.94,0.97,1.06,0.88
paintown.csv,0.03,0.74,0.57,0.49,0.61,0.79,0.63,0.6,0.72,0.63,0.73,0.72,0.57,0.69,0.5,0.35,0.67,0.62,0.68
poormans.csv,0.85,0.61,0.81,0.53,0.56,0.79,0.61,0.7,0.49,0.85,0.89,0.78,0.78,0.78,0.0,0.54,0.71,0.57,0.54
sqlpower-library.csv,0.54,0.75,0.65,0.02,0.64,0.78,0.7,0.42,0.45,0.67,0.67,0.49,0.78,0.84,0.46,0.43,0.64,0.43,0.46
triplea.csv,0.54,0.03,0.54,0.45,0.61,0.78,0.76,0.62,0.43,0.67,0.76,0.68,0.63,0.8,0.63,0.49,0.43,1.08,0.45
xamj.csv,0.53,0.5,0.63,0.56,0.63,0.64,0.72,0.53,0.36,0.61,0.74,0.67,0.57,0.66,0.46,0.56,0.64,0.59,0.04
