,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.24,0.09,0.33,0.57,0.09,0.07,0.07,0.0,0.08,0.0
flylegacy.csv,0.84,0.36,0.65,0.36,0.39,0.6,0.79,0.64,0.96,0.44
jguard.csv,0.96,0.64,0.71,0.8,0.81,0.67,1.0,0.85,1.0,0.64
m-a-d-n-e-s-s.csv,0.32,0.03,0.38,0.27,0.08,0.0,0.0,0.18,0.68,0.16
mob-sen-plat.csv,0.92,0.82,0.97,0.71,0.83,0.9,0.57,0.92,0.92,0.56
raygina.csv,0.72,0.0,0.7,0.54,0.22,0.3,0.29,0.23,0.6,0.36
st-filteredstatistics.csv,1.0,0.52,0.95,0.94,0.77,0.7,1.0,0.87,1.0,0.96
upp-mirror.csv,0.56,0.24,0.81,0.69,0.72,0.47,0.36,0.33,0.52,0.24
wishmaster.csv,0.2,0.3,0.52,0.34,0.59,0.57,0.71,0.08,0.52,0.52
yarp.csv,0.28,0.06,0.54,0.14,0.03,0.47,0.14,0.21,0.52,0.6
