,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.19,0.25,0.32,0.23,0.15,0.09,0.11,0.15,0.02,0.0
flylegacy.csv,0.65,0.1,0.41,0.29,0.29,0.55,0.77,0.54,0.8,0.29
jguard.csv,0.88,0.6,0.68,0.81,0.76,0.29,0.98,0.85,0.95,0.63
m-a-d-n-e-s-s.csv,0.05,0.0,0.18,0.11,0.07,0.05,0.05,0.0,0.18,0.08
mob-sen-plat.csv,0.81,0.2,0.91,0.74,0.73,0.79,0.51,0.54,0.73,0.47
raygina.csv,0.26,0.0,0.64,0.55,0.17,0.27,0.23,0.08,0.27,0.24
st-filteredstatistics.csv,0.95,0.2,1.0,0.92,0.63,0.57,0.98,0.23,0.92,0.87
upp-mirror.csv,0.53,0.1,0.68,0.44,0.37,0.29,0.28,0.31,0.23,0.18
wishmaster.csv,0.3,0.4,0.59,0.28,0.39,0.82,0.25,0.31,0.22,0.55
yarp.csv,0.12,0.05,0.5,0.34,0.05,0.71,0.28,0.23,0.55,0.37
