,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,98.5,95.5,96.5,758.0,518.0,183.0,96.5,141.0,156.0,0.0
flylegacy.csv,98.5,95.5,96.5,394.0,180.0,97.5,195.0,98.5,588.0,183.0
jguard.csv,98.5,194.0,95.5,1931.5,97.5,96.5,292.5,191.0,588.0,96.5
m-a-d-n-e-s-s.csv,94.5,58.5,96.5,196.5,182.0,180.5,111.5,88.5,389.5,133.0
mob-sen-plat.csv,192.0,194.0,98.5,983.5,98.5,196.0,367.0,98.5,489.0,283.5
raygina.csv,192.0,0.0,96.5,688.5,97.5,96.5,88.5,90.5,291.5,89.5
st-filteredstatistics.csv,98.5,181.0,98.5,983.5,98.5,196.0,292.5,95.5,489.0,283.5
upp-mirror.csv,94.5,88.5,98.5,492.0,98.5,97.5,183.0,93.5,92.5,283.5
wishmaster.csv,153.0,266.5,98.5,688.5,98.5,196.0,275.5,193.0,170.0,290.5
yarp.csv,91.5,129.0,95.5,1418.0,233.5,196.0,520.0,98.5,489.0,89.5
