,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.27,0.89,0.48,0.12,0.0,0.52,0.83,1.0,0.37,0.3,0.25,0.5,0.59,0.43,0.66
autowikibrowser.csv,0.25,0.55,0.34,0.12,0.37,0.43,0.75,0.78,0.29,0.29,0.24,0.72,0.7,0.38,0.7
blue-c.csv,0.12,0.45,0.4,0.11,0.0,0.38,0.57,0.92,0.15,0.23,0.21,0.44,0.49,0.32,0.56
dynalloy.csv,0.09,0.49,0.64,0.08,0.0,0.35,0.62,0.93,0.14,0.19,0.2,0.44,0.46,0.3,0.67
hydrogen.csv,0.14,0.46,0.36,0.1,0.25,0.36,0.48,0.55,0.43,0.23,0.0,0.4,0.45,0.22,0.63
jcae.csv,0.0,0.53,0.26,0.35,0.0,0.4,0.88,0.84,0.58,0.54,0.25,1.0,0.61,0.39,0.75
lphant.csv,0.14,0.47,0.36,0.1,0.27,0.42,0.53,0.68,0.16,0.24,0.27,0.6,0.51,0.3,0.78
nosleepsoftware.csv,0.36,0.62,0.2,0.2,0.55,0.3,0.5,0.0,0.0,0.25,0.0,0.25,0.33,0.28,0.93
qgo.csv,0.14,0.84,0.3,0.12,0.28,0.49,0.61,0.52,0.26,0.28,0.22,0.39,0.49,0.28,0.77
quickfast.csv,0.13,0.53,0.36,0.11,0.29,0.44,0.47,0.51,0.2,0.33,0.16,0.42,0.47,0.24,0.84
rhex.csv,0.29,0.51,0.27,0.07,0.52,0.38,0.5,0.62,0.33,0.21,0.18,1.0,0.38,0.25,0.64
rocrail.csv,0.25,0.7,0.4,0.08,0.43,0.37,0.82,0.86,0.42,0.3,0.25,0.47,0.66,0.45,0.85
virtuoso.csv,0.11,0.51,0.37,0.1,0.25,0.36,0.48,0.55,0.14,0.4,0.16,0.4,0.44,0.22,0.79
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0
yield.csv,0.12,0.53,0.38,0.1,0.27,0.37,0.81,0.74,0.18,0.27,0.22,0.47,0.57,0.27,0.65
