,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.4,0.41,0.43,0.47,0.41,0.35,0.51,0.42,0.36,0.33,0.43,0.33,0.33,0.43,0.35,0.41,0.42,0.47,0.5
aubit4gl.csv,0.64,0.71,0.65,0.5,0.55,0.52,0.67,0.89,0.52,0.47,0.92,0.61,0.62,0.8,0.68,0.94,0.63,0.65,0.46
ipfilter.csv,0.41,0.42,0.5,0.64,0.54,0.34,0.49,0.46,0.39,0.31,0.41,0.36,0.41,0.4,0.37,0.5,0.43,0.57,0.55
jmol.csv,0.69,0.88,0.53,0.82,0.57,0.43,0.52,0.56,0.39,0.33,0.49,0.38,0.49,0.41,0.38,0.54,0.5,0.54,0.67
liferea.csv,0.76,0.89,0.53,0.5,0.79,0.83,0.67,0.67,0.69,0.43,0.55,0.38,0.76,0.47,0.64,0.59,0.43,0.51,0.67
miranda-icq.csv,0.78,0.67,0.69,0.62,0.92,0.61,0.92,0.57,0.82,0.75,0.5,0.56,0.91,0.45,0.57,0.78,0.88,0.98,0.86
moving-pictures.csv,0.49,0.51,0.51,0.43,0.45,0.68,0.52,0.6,0.6,0.33,0.66,0.51,0.37,0.55,0.5,0.57,0.73,0.54,0.52
opensim4opencog.csv,0.95,0.8,0.86,0.86,0.93,0.75,0.68,0.86,0.75,0.5,0.94,0.95,0.92,0.88,0.5,0.47,0.5,0.96,0.75
pclasses.csv,0.66,0.9,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.54
pfaedit.csv,0.53,0.8,0.44,0.76,0.53,0.44,0.83,0.58,0.37,0.36,0.48,0.38,0.43,0.49,0.55,0.61,0.61,0.61,0.58
plearn.csv,0.74,0.59,0.68,0.51,0.68,0.57,0.65,0.46,0.38,0.62,0.87,0.43,0.38,0.97,0.41,0.58,0.44,0.51,0.82
psrchive.csv,0.96,0.92,0.88,0.5,0.93,0.88,0.92,0.86,0.75,0.89,0.83,0.92,0.91,0.94,0.5,0.97,0.89,0.97,0.5
re2c.csv,0.55,0.65,0.83,0.87,0.54,0.62,0.69,0.5,0.62,0.93,0.97,0.93,0.63,0.95,0.52,0.68,0.55,0.98,0.64
rockbox.csv,0.45,0.45,0.64,0.4,0.5,0.37,0.39,0.5,0.38,0.39,0.58,0.65,0.33,0.62,0.35,0.35,0.47,0.46,0.42
theresa.csv,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
tktoolkit.csv,0.42,0.41,0.41,0.37,0.4,0.89,0.6,0.43,0.37,0.32,0.66,0.44,0.34,0.94,0.7,0.7,0.6,0.84,0.44
tzod.csv,0.42,0.77,0.44,0.58,0.45,0.61,0.56,0.73,0.35,0.34,0.44,0.51,0.4,0.46,0.55,0.45,0.82,0.51,0.47
yaprm.csv,0.64,0.65,0.68,0.64,0.59,0.91,0.75,0.5,0.95,0.95,0.97,0.94,0.5,0.97,0.87,0.98,0.94,0.98,0.66
zemljanka.csv,0.4,0.43,0.42,0.36,0.39,0.34,0.42,0.42,0.35,0.3,0.41,0.33,0.32,0.39,0.3,0.39,0.35,0.45,0.46
