,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,5.0,1.0,0.0,3.0,3.0,6.0,0.0,49.0,2.0,1.0,13.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,13.0
aubit4gl.csv,3.0,9.0,0.0,11.0,4.0,4.0,0.0,52.0,0.0,7.0,8.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,3.0
ipfilter.csv,5.0,1.0,0.0,3.0,4.0,6.0,0.0,46.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,13.0
jmol.csv,1.0,10.0,0.0,1.0,5.0,6.0,0.0,26.0,2.0,9.0,11.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0
liferea.csv,3.0,4.0,56.0,3.0,5.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,1.0
miranda-icq.csv,3.0,1.0,10.0,3.0,6.0,0.0,0.0,27.0,1.0,2.0,28.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,1.0
moving-pictures.csv,4.0,12.0,0.0,4.0,22.0,6.0,0.0,52.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0
opensim4opencog.csv,5.0,0.0,56.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,0.0,3.0
pclasses.csv,3.0,0.0,56.0,6.0,88.0,56.0,69.0,52.0,101.0,88.0,11.0,0.0,74.0,177.0,0.0,201.0,64.0,210.0,13.0
pfaedit.csv,7.0,66.0,13.0,1.0,17.0,4.0,0.0,23.0,1.0,0.0,14.0,0.0,0.0,12.0,4.0,4.0,1.0,0.0,2.0
plearn.csv,0.0,5.0,0.0,3.0,9.0,10.0,0.0,37.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,15.0
psrchive.csv,8.0,9.0,1.0,0.0,0.0,56.0,0.0,52.0,0.0,1.0,1.0,0.0,0.0,8.0,58.0,11.0,1.0,0.0,1.0
re2c.csv,3.0,10.0,0.0,4.0,1.0,6.0,0.0,13.0,1.0,1.0,16.0,0.0,1.0,13.0,0.0,2.0,0.0,0.0,9.0
rockbox.csv,13.0,1.0,0.0,7.0,8.0,2.0,1.0,16.0,1.0,5.0,25.0,2.0,1.0,19.0,0.0,4.0,0.0,0.0,0.0
theresa.csv,0.0,66.0,56.0,0.0,0.0,56.0,69.0,0.0,101.0,88.0,187.0,123.0,74.0,177.0,58.0,3.0,64.0,210.0,50.0
tktoolkit.csv,5.0,1.0,0.0,11.0,8.0,7.0,0.0,40.0,2.0,1.0,47.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0
tzod.csv,1.0,0.0,2.0,0.0,18.0,6.0,3.0,7.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0
yaprm.csv,15.0,1.0,0.0,4.0,3.0,5.0,0.0,30.0,2.0,0.0,4.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,14.0
zemljanka.csv,1.0,1.0,0.0,4.0,4.0,6.0,0.0,48.0,1.0,1.0,12.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,15.0
