,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.28,0.17,0.11,0.4,0.18,0.25,1.0,0.06,0.53,0.6,0.12,0.81,0.51,0.13,0.44,0.27,0.75,0.97,0.38
aubit4gl.csv,0.25,0.17,0.13,0.27,0.21,0.13,1.0,0.0,0.96,0.62,0.12,0.75,0.5,0.09,0.42,0.11,0.59,0.95,0.54
ipfilter.csv,0.28,0.15,0.12,0.39,0.14,0.25,0.56,0.04,0.56,0.62,0.19,0.8,0.49,0.13,0.51,0.3,1.0,0.97,0.39
jmol.csv,0.29,0.19,0.11,0.41,0.21,0.21,0.5,0.04,0.55,0.64,0.12,0.99,0.51,0.13,0.49,0.29,0.94,0.95,0.78
liferea.csv,0.44,0.22,0.0,0.46,0.32,1.0,1.0,0.17,0.42,0.76,0.25,0.86,0.59,0.17,0.57,0.29,0.74,0.98,0.33
miranda-icq.csv,0.33,0.14,0.08,0.41,0.12,0.33,0.75,0.1,0.46,0.71,0.13,0.87,0.36,0.11,0.38,0.96,0.59,0.86,0.71
moving-pictures.csv,0.35,0.21,0.1,0.38,0.16,0.26,0.5,0.0,0.53,0.64,0.15,0.81,0.52,0.14,1.0,0.26,0.69,0.97,0.36
opensim4opencog.csv,0.52,0.4,0.0,0.57,0.2,0.75,0.79,0.14,0.5,0.5,1.0,0.86,0.46,0.25,1.0,0.4,0.5,0.96,0.25
pclasses.csv,0.38,1.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.31
pfaedit.csv,0.32,0.0,0.04,0.53,0.18,0.26,1.0,0.08,0.49,1.0,0.14,0.87,0.51,0.16,0.4,0.33,0.72,0.96,0.75
plearn.csv,0.96,0.17,0.18,0.34,0.24,0.26,0.54,0.07,0.52,0.59,0.15,0.86,0.48,0.12,0.44,0.28,0.73,0.95,0.23
psrchive.csv,0.44,0.15,0.25,1.0,1.0,0.0,0.33,0.0,0.67,0.56,0.33,0.75,0.64,0.24,0.0,0.21,0.56,1.0,0.5
re2c.csv,0.43,0.15,1.0,0.4,0.27,0.14,0.42,0.12,0.69,0.47,0.08,0.87,0.44,0.1,0.42,0.23,0.66,0.94,0.28
rockbox.csv,0.31,0.17,0.27,0.38,0.24,0.2,0.68,0.06,0.57,0.69,0.1,0.72,0.55,0.1,0.48,0.29,0.66,0.97,0.95
theresa.csv,0.67,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
tktoolkit.csv,0.33,0.18,0.11,0.37,0.17,0.22,0.38,0.07,0.54,0.6,0.1,0.8,0.51,1.0,0.6,0.23,0.74,0.96,0.36
tzod.csv,0.29,0.38,0.11,1.0,0.22,0.28,0.84,0.27,0.62,0.72,0.16,0.79,0.52,0.14,0.55,0.28,0.82,1.0,0.47
yaprm.csv,0.32,0.19,0.13,0.17,0.2,0.18,1.0,0.09,0.5,0.33,0.19,0.5,0.97,0.13,0.53,0.29,0.76,0.93,0.25
zemljanka.csv,0.3,0.15,0.11,0.36,0.16,0.23,0.59,0.06,0.54,0.61,0.13,0.8,0.52,0.13,0.45,0.26,0.71,1.0,0.36
