,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.56,0.53,0.71,0.87,0.8,0.7,0.94,0.73,0.53,0.65,0.8,1.0,0.7,0.32,0.96,0.68,0.69,0.5,0.68
fbmanager.csv,0.0,0.0,0.68,0.03,0.09,0.26,0.0,0.0,0.34,0.0,0.2,0.0,0.0,0.11,0.11,0.0,0.0,0.34,0.0
fido.csv,0.0,0.09,0.0,0.05,0.14,0.0,0.36,0.0,0.02,0.0,0.2,1.0,0.0,0.0,0.2,0.18,0.01,0.09,0.5
fityk.csv,0.59,0.81,0.79,0.74,0.51,0.74,0.85,0.73,0.55,0.82,1.0,0.5,0.86,0.66,0.22,0.48,0.72,0.88,0.58
fleet-simulator.csv,0.87,0.88,0.85,0.92,0.72,1.0,0.86,0.92,1.0,1.0,0.8,1.0,0.81,0.86,0.98,0.78,0.99,0.9,0.88
freenet.csv,0.53,0.84,0.71,0.71,0.57,0.96,0.82,0.96,0.59,1.0,1.0,1.0,0.86,0.8,0.5,0.73,0.88,0.86,0.86
geogebra.csv,0.43,0.38,0.68,0.71,0.34,0.44,0.32,0.46,0.48,0.79,0.6,0.25,0.55,0.39,0.37,0.39,0.65,0.4,0.6
google-caja.csv,0.63,0.75,0.65,0.82,0.97,0.89,0.82,1.0,0.55,0.59,1.0,1.0,0.83,0.73,0.78,0.91,0.86,0.93,1.0
hibernate.csv,0.49,0.59,0.53,0.51,0.72,0.59,0.5,0.94,0.55,0.29,1.0,0.75,0.68,0.73,0.06,0.53,0.64,0.81,0.79
itext.csv,0.56,0.91,0.82,0.87,0.95,0.67,1.0,0.96,0.67,0.76,1.0,0.5,0.8,0.7,0.91,0.8,0.86,0.84,0.94
k3b.csv,0.78,0.72,0.97,0.85,0.89,0.89,0.91,0.96,0.67,0.59,1.0,1.0,1.0,0.82,0.44,0.86,0.8,0.84,0.86
megameknet.csv,0.6,0.69,0.82,0.68,0.41,0.52,0.9,0.69,0.6,0.79,0.8,0.25,0.68,0.73,0.5,0.52,0.76,0.83,0.52
myfaces.csv,0.5,0.31,0.32,0.48,0.49,0.41,0.27,0.71,0.38,0.21,0.6,0.75,0.54,0.48,0.63,0.51,0.53,0.48,0.63
onotoa.csv,0.49,0.28,0.29,0.33,0.66,0.11,0.18,0.42,0.47,0.18,0.0,0.5,0.41,0.48,0.3,0.32,0.17,0.5,0.31
paintown.csv,0.68,0.69,0.85,0.7,0.73,0.85,0.88,0.94,0.59,0.5,1.0,1.0,1.0,0.77,0.85,0.86,0.93,0.55,0.99
powerfolder.csv,0.44,0.16,0.59,0.27,0.43,0.26,0.13,0.54,0.53,0.12,1.0,0.5,0.61,0.43,0.37,0.42,0.38,0.14,0.28
triplea.csv,0.56,0.69,0.53,0.82,0.55,0.48,0.79,0.94,0.71,0.53,1.0,0.25,0.54,0.57,0.8,0.51,0.67,0.6,0.75
xamj.csv,0.63,0.25,0.76,0.91,0.85,0.78,0.86,0.69,0.69,0.79,0.8,1.0,0.96,0.64,0.44,0.55,0.47,0.31,0.69
