,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
amygdala.csv,1.0,0.0,1.0,0.0,0.0,0.0,10.0,4.0,570.0,52.0,12.0,0.0,6.0,0.0,0.0,0.0,2.0
awemud.csv,0.0,4.0,0.0,1.0,0.0,1.0,8.0,2.0,855.0,52.0,9.0,2.0,0.0,3.0,0.0,0.0,6.0
bullet.csv,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,1120.0,12.0,10.0,4.0,43.0,0.0,0.0,1.0,9.0
customwars.csv,0.0,4.0,71.0,8.0,2.0,1.0,0.0,11.0,39.0,0.0,0.0,0.0,14.0,5.0,2.0,0.0,7.0
dvd-create.csv,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,708.0,6.0,15.0,2.0,17.0,0.0,0.0,3.0,7.0
gbif-indexingtoolkit.csv,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,501.0,0.0,2.0,7.0,1.0,1.0,1.0,0.0,6.0
go.csv,1.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,1013.0,6.0,20.0,3.0,27.0,7.0,0.0,0.0,4.0
growl-for-windows.csv,1.0,4.0,0.0,3.0,0.0,1.0,9.0,5.0,728.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,6.0
kwave.csv,0.0,0.0,0.0,3.0,0.0,2.0,14.0,5.0,820.0,0.0,14.0,0.0,32.0,0.0,6.0,0.0,6.0
libarchive.csv,0.0,0.0,0.0,7.0,0.0,1.0,2.0,4.0,619.0,52.0,4.0,3.0,10.0,2.0,1.0,0.0,0.0
linux-ntfs.csv,1.0,2.0,0.0,2.0,1.0,0.0,4.0,2.0,172.0,11.0,3.0,2.0,18.0,0.0,0.0,1.0,4.0
lsb.csv,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1211.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,2.0
mpgravity.csv,0.0,3.0,13.0,4.0,0.0,1.0,2.0,1.0,1194.0,0.0,12.0,4.0,0.0,0.0,2.0,0.0,5.0
qcad2.csv,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,484.0,5.0,1.0,5.0,3.0,0.0,0.0,0.0,4.0
qtwin.csv,107.0,123.0,71.0,181.0,91.0,87.0,144.0,60.0,0.0,52.0,111.0,72.0,367.0,125.0,54.0,53.0,116.0
roller.csv,1.0,0.0,1.0,1.0,0.0,0.0,18.0,2.0,1220.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0,2.0
