,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.47,0.29,0.34,0.13,0.17,0.28,0.18,0.37,0.38,0.1,0.43,0.28,0.99,0.51,0.23,0.67,0.38
amygdala.csv,0.52,0.53,0.45,0.13,0.23,0.45,0.6,0.36,0.89,0.0,0.56,0.98,0.39,0.49,0.35,0.5,0.44
awemud.csv,0.99,0.5,0.61,0.35,0.5,0.45,0.65,0.55,0.81,0.0,0.6,0.51,0.64,0.51,0.57,0.67,0.6
bullet.csv,0.59,0.68,0.58,0.75,0.57,0.98,0.61,0.57,0.66,0.36,0.54,0.62,0.54,0.53,0.39,0.47,0.44
customwars.csv,0.05,0.42,0.0,0.35,0.62,0.12,0.2,0.5,0.55,0.1,0.9,0.04,0.62,0.45,0.6,0.62,0.5
dvd-create.csv,0.62,0.71,0.56,0.31,1.0,0.7,0.61,0.59,0.84,0.46,0.43,0.69,0.51,0.59,0.6,0.45,0.66
gbif-indexingtoolkit.csv,0.25,0.41,0.43,0.76,0.26,0.28,0.07,0.93,0.37,0.1,0.28,0.06,0.47,0.05,0.36,0.53,0.54
go.csv,0.66,0.99,0.45,0.33,0.66,0.6,0.63,0.54,0.78,0.2,0.52,0.62,0.68,0.68,0.47,0.4,0.7
growl-for-windows.csv,0.67,0.62,0.43,0.5,0.58,0.55,0.6,0.61,0.84,0.48,0.64,0.6,0.63,0.4,0.63,1.0,0.61
kwave.csv,0.26,0.29,1.0,0.05,0.49,0.22,0.39,0.4,0.36,0.29,0.38,0.44,0.22,0.37,0.1,0.2,0.37
libarchive.csv,0.61,0.62,0.47,0.38,0.43,0.55,0.58,0.57,0.85,0.0,0.6,0.45,0.77,0.59,0.57,0.59,0.95
linux-ntfs.csv,0.51,0.54,0.41,0.22,0.43,0.56,0.5,0.58,0.96,0.44,0.45,0.29,0.67,0.37,1.0,0.41,0.47
lsb.csv,0.68,0.64,0.56,0.97,0.71,0.69,0.72,0.47,0.61,0.1,0.4,0.66,0.71,0.45,0.53,0.36,0.73
mpgravity.csv,0.5,0.54,0.44,0.52,0.26,0.56,0.48,0.61,0.69,0.93,0.39,0.33,0.75,0.65,0.58,0.54,0.66
qcad2.csv,0.5,0.49,0.42,0.56,0.5,0.44,0.95,0.57,0.37,0.45,0.48,0.26,0.67,0.56,0.55,0.63,0.56
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.3,0.76,0.29,0.48,0.62,0.39,0.66,0.53,0.19,0.53,0.6,0.56,0.62,1.0,0.5,0.28,0.58
