,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.6,0.75,0.78,0.89,0.88,0.77,0.86,0.93,0.68,0.92,0.76,0.78,0.01,0.78,0.81,0.49,0.68
amygdala.csv,0.65,0.54,0.75,0.89,0.81,0.74,0.57,0.9,0.39,1.0,0.67,0.03,0.72,0.6,0.72,0.62,0.62
awemud.csv,0.01,0.83,0.57,0.75,0.83,0.71,0.62,0.63,0.54,1.0,0.7,0.72,0.6,0.6,0.76,0.49,0.75
bullet.csv,0.72,0.66,0.74,0.42,0.78,0.1,0.68,0.54,0.66,0.77,0.79,0.73,0.8,0.81,0.93,0.85,0.87
customwars.csv,0.96,0.9,1.0,0.71,0.64,0.91,0.83,0.82,0.5,0.92,0.12,0.97,0.45,0.67,0.51,0.45,0.81
dvd-create.csv,0.7,0.59,0.75,0.74,0.0,0.53,0.75,0.74,0.48,0.64,0.87,0.64,0.77,0.75,0.74,0.86,0.62
gbif-indexingtoolkit.csv,0.8,0.91,0.63,0.54,0.84,0.8,0.94,0.09,0.71,0.92,0.78,0.98,0.63,0.96,0.7,0.57,0.77
go.csv,0.59,0.01,0.74,0.87,0.47,0.58,0.71,0.68,0.59,0.86,0.81,0.68,0.6,0.53,0.84,0.7,0.58
growl-for-windows.csv,0.47,0.61,0.84,0.81,0.72,0.75,0.61,0.6,0.48,0.58,0.52,0.71,0.7,0.68,0.52,0.0,0.72
kwave.csv,0.8,0.77,0.0,0.96,0.62,0.83,0.71,0.69,0.76,0.75,0.76,0.72,0.85,0.69,0.95,0.86,0.83
libarchive.csv,0.51,0.47,0.68,0.67,0.67,0.62,0.55,0.7,0.46,1.0,0.64,0.69,0.35,0.62,0.62,0.7,0.06
linux-ntfs.csv,0.67,0.64,0.72,0.82,0.64,0.59,0.65,0.52,0.19,0.76,0.65,0.83,0.47,0.7,0.0,0.84,0.61
lsb.csv,0.63,0.66,0.77,0.04,0.47,0.63,0.53,0.84,0.65,0.92,0.89,0.62,0.55,0.86,0.69,0.9,0.44
mpgravity.csv,0.69,0.68,0.78,0.73,0.84,0.67,0.61,0.6,0.69,0.08,0.73,0.79,0.53,0.68,0.67,0.65,0.55
qcad2.csv,0.61,0.83,0.67,0.77,0.82,0.75,0.06,0.76,0.73,0.87,0.71,1.01,0.52,0.71,0.7,0.53,0.78
qtwin.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
roller.csv,0.8,0.35,0.77,0.84,0.54,0.67,0.61,0.69,1.05,0.59,0.65,0.58,0.61,0.0,0.77,0.84,0.52
