,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.56,0.66,0.76,0.96,0.81,0.77,0.47,0.61,0.29,0.35,0.57,0.79,0.29,0.52,0.67,0.82,0.56
amygdala.csv,0.65,0.97,0.81,0.8,0.91,0.71,0.6,0.79,0.88,0.88,0.77,0.45,0.79,0.62,0.78,0.59,1.0
awemud.csv,0.5,0.44,0.74,0.87,0.49,0.62,0.64,0.72,0.36,1.0,0.95,0.58,0.4,0.67,0.66,0.65,0.53
bullet.csv,0.62,0.75,0.91,0.42,0.67,0.42,0.67,0.8,0.83,1.0,0.96,0.68,0.68,0.99,0.88,0.83,0.62
customwars.csv,0.51,0.65,0.87,0.8,0.79,0.63,0.56,0.73,0.31,1.0,0.51,0.71,0.36,0.58,0.63,0.76,0.57
dvd-create.csv,0.62,0.6,0.7,1.03,0.24,0.52,0.82,0.59,0.71,1.0,0.83,0.51,0.87,0.56,0.78,0.95,0.6
gbif-indexingtoolkit.csv,0.59,1.0,0.82,1.0,1.0,0.82,0.94,0.51,0.19,1.0,0.64,0.82,1.0,0.69,0.81,1.0,0.98
go.csv,0.67,0.38,0.51,0.89,0.7,0.59,0.48,0.81,0.72,1.0,0.81,0.56,0.49,0.52,0.76,0.28,0.54
growl-for-windows.csv,0.46,1.0,0.82,0.89,0.95,0.81,0.49,0.75,1.0,1.0,1.0,0.51,1.0,0.54,0.58,0.35,0.76
kwave.csv,0.62,1.0,0.54,1.0,1.0,0.62,0.83,0.82,0.93,0.57,0.86,0.66,0.84,0.66,0.79,0.98,1.0
libarchive.csv,0.62,0.69,0.87,0.59,0.83,0.59,0.5,0.9,0.54,0.51,0.98,0.51,0.52,0.94,0.87,0.68,0.45
linux-ntfs.csv,0.58,0.72,0.84,0.29,0.6,0.55,0.7,0.66,0.83,0.92,0.7,0.68,0.68,0.7,0.49,1.04,0.54
lsb.csv,0.53,0.87,0.87,0.31,0.84,0.55,0.53,0.57,0.48,0.92,0.89,0.88,0.49,0.63,0.58,0.67,0.57
mpgravity.csv,0.87,0.48,0.82,0.93,0.84,0.84,0.97,0.94,1.0,0.3,1.0,0.94,1.0,0.8,0.93,0.78,0.86
qcad2.csv,0.68,0.54,0.69,0.84,0.62,0.62,0.37,0.66,0.38,0.6,0.75,0.79,0.44,0.68,0.71,0.57,0.58
qtwin.csv,0.93,1.0,1.0,1.0,1.0,0.97,0.92,0.71,0.09,0.84,0.78,0.92,0.86,0.63,0.69,0.95,1.0
roller.csv,0.68,0.69,0.99,0.99,1.0,1.02,0.84,0.71,0.95,0.55,0.75,0.92,0.92,0.38,1.0,0.63,1.0
