,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.7,0.57,0.68,0.99
neoengine.csv,0.98,0.5,0.6,0.6
omseek.csv,0.17,0.98,0.2,0.07
pcsx2.csv,0.71,0.63,0.98,0.66
