,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.6,0.19,0.74,0.99
neoengine.csv,0.99,0.21,0.67,0.7
omseek.csv,0.24,0.98,0.27,0.11
pcsx2.csv,0.61,0.26,0.98,0.74
