,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.53,0.64,0.4,0.04
neoengine.csv,0.0,0.39,0.53,0.42
omseek.csv,0.02,0.0,0.11,0.08
pcsx2.csv,0.44,0.41,0.04,0.42
