,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.0,0.0,1.0,5.0,4.0
aime.csv,7.0,0.0,27.0,405.0,1.0
badtrinitycore.csv,49.0,1.0,2.0,0.0,13.0
electric-core.csv,3.0,3.0,1.0,15.0,17.0
olsrd.csv,4.0,1.0,3.0,9.0,22.0
