,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.63,0.11,0.0,0.08,0.0,0.0,0.1,0.46,0.85,0.36,0.0,0.29,0.62,1.0,0.91,0.6,0.0
dvd-create.csv,0.94,0.31,0.14,0.0,0.17,0.41,0.52,0.14,0.33,0.72,0.3,0.85,0.34,0.49,0.67,0.77,0.66,0.73
echongl.csv,1.0,0.37,0.2,0.28,0.09,0.71,1.0,0.33,0.4,0.92,0.38,0.91,0.34,0.49,0.75,0.82,0.84,1.0
empserver.csv,0.96,0.26,0.14,0.21,0.11,0.71,0.58,0.1,0.33,0.73,0.28,0.93,0.36,0.41,0.67,0.78,0.68,0.92
gdis.csv,0.91,0.4,0.12,0.21,0.2,0.51,0.72,0.17,0.4,0.8,0.48,0.98,0.29,0.52,0.5,0.81,0.66,0.81
gmerlin.csv,0.83,0.0,0.0,0.0,0.26,0.56,0.51,0.17,0.35,0.86,0.29,0.9,0.48,0.72,0.59,0.77,0.93,0.75
growl-for-windows.csv,0.83,0.0,0.0,0.0,0.17,0.62,0.67,0.2,0.36,1.0,0.49,0.67,0.5,0.7,0.93,0.86,1.0,0.71
mpgravity.csv,0.81,0.42,0.16,0.47,0.14,0.52,0.52,0.17,0.34,0.7,0.31,0.9,0.32,0.38,0.67,0.76,0.65,0.73
myfaces.csv,0.84,0.5,0.17,0.35,0.35,0.56,0.55,0.5,0.57,0.82,0.54,0.92,0.39,0.6,0.56,0.88,0.78,0.89
nativeclient.csv,0.97,0.41,0.13,0.34,0.18,0.62,0.54,0.11,0.36,0.77,0.39,0.91,0.36,0.46,0.59,0.89,0.76,0.94
passwordsafe.csv,0.92,0.58,0.18,0.5,0.15,0.73,0.83,0.1,0.36,0.74,0.47,0.96,0.34,0.6,0.8,0.91,0.73,0.83
phonon-vlc-mplayer.csv,0.88,0.64,0.17,0.57,0.19,0.64,0.6,0.5,0.48,0.69,0.71,0.92,0.29,0.72,0.75,1.0,0.76,0.91
ppcboot.csv,0.82,0.28,0.14,0.23,0.14,0.55,0.71,0.17,0.31,0.72,0.35,0.82,0.33,0.37,0.77,0.76,0.59,0.73
rtrt-on-gpu.csv,0.83,0.19,0.11,1.0,0.2,0.44,0.44,0.4,0.23,0.7,0.3,0.89,0.38,0.35,0.79,0.64,0.59,0.8
sandiaportals.csv,0.8,0.61,0.18,0.75,0.14,0.56,0.68,0.25,0.39,0.71,0.41,0.87,0.32,0.57,0.83,0.93,0.68,0.78
tktoolkit.csv,0.94,0.25,0.38,0.26,0.17,0.62,0.62,0.15,0.32,0.71,0.43,0.74,0.39,0.44,0.67,0.85,0.64,0.62
ultimairis.csv,0.85,0.66,0.12,0.0,0.14,0.56,0.59,0.0,0.45,0.84,0.59,0.88,0.3,0.58,0.95,1.0,0.7,0.8
wikipediardware.csv,0.86,0.3,0.14,0.26,0.15,0.52,0.53,0.19,0.36,0.72,0.29,0.89,0.36,0.37,0.71,0.84,0.62,0.88
