,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.53,0.1,0.0,0.12,0.0,0.0,0.1,0.52,0.58,0.43,0.0,0.2,0.42,0.53,0.7,0.08,0.0
dvd-create.csv,0.88,0.45,0.24,0.0,0.28,0.38,0.68,0.23,0.49,0.78,0.43,0.71,0.48,0.57,0.78,0.83,0.6,0.72
echongl.csv,0.05,0.44,0.25,0.42,0.15,0.23,0.02,0.25,0.16,0.87,0.38,0.29,0.34,0.53,0.46,0.64,0.43,0.19
empserver.csv,0.5,0.39,0.24,0.34,0.19,0.69,0.35,0.15,0.44,0.83,0.4,0.63,0.52,0.54,0.39,0.83,0.66,0.44
gdis.csv,0.76,0.55,0.18,0.34,0.32,0.51,0.61,0.24,0.55,0.81,0.38,0.88,0.39,0.55,0.28,0.8,0.66,0.78
gmerlin.csv,0.85,0.0,0.0,0.0,0.38,0.62,0.54,0.29,0.52,0.11,0.42,0.74,0.55,0.52,0.65,0.87,0.16,0.85
growl-for-windows.csv,0.13,0.0,0.0,0.0,0.22,0.23,0.03,0.31,0.26,0.02,0.45,0.07,0.06,0.36,0.79,0.7,0.01,0.22
mpgravity.csv,0.84,0.56,0.24,0.58,0.24,0.69,0.67,0.29,0.51,0.79,0.47,0.86,0.43,0.53,0.78,0.85,0.72,0.81
myfaces.csv,0.57,0.52,0.27,0.47,0.46,0.71,0.6,0.29,0.3,0.78,0.23,0.87,0.38,0.55,0.22,0.66,0.44,0.6
nativeclient.csv,0.58,0.52,0.23,0.49,0.29,0.66,0.5,0.11,0.4,0.75,0.46,0.78,0.37,0.56,0.38,0.7,0.69,0.58
passwordsafe.csv,0.28,0.69,0.24,0.5,0.26,0.43,0.52,0.1,0.5,0.78,0.47,0.57,0.41,0.62,0.57,0.85,0.42,0.4
phonon-vlc-mplayer.csv,0.64,0.71,0.25,0.42,0.31,0.52,0.61,0.17,0.53,0.63,0.48,0.74,0.29,0.49,0.38,0.74,0.52,0.69
ppcboot.csv,0.9,0.44,0.24,0.37,0.24,0.71,0.64,0.29,0.47,0.83,0.51,0.87,0.5,0.54,0.72,0.86,0.73,0.84
rtrt-on-gpu.csv,0.66,0.25,0.18,0.29,0.3,0.47,0.39,0.48,0.18,0.6,0.39,0.69,0.46,0.43,0.77,0.49,0.61,0.45
sandiaportals.csv,0.59,0.72,0.25,0.38,0.24,0.54,0.64,0.31,0.53,0.72,0.52,0.6,0.36,0.61,0.67,0.86,0.59,0.81
tktoolkit.csv,0.33,0.35,0.44,0.37,0.27,0.55,0.56,0.23,0.49,0.74,0.47,0.48,0.54,0.51,0.49,0.86,0.57,0.48
ultimairis.csv,0.84,0.68,0.21,0.0,0.25,0.65,0.67,0.0,0.32,0.74,0.64,0.88,0.25,0.62,0.65,0.72,0.61,0.84
wikipediardware.csv,0.76,0.45,0.24,0.36,0.26,0.67,0.65,0.29,0.51,0.79,0.42,0.89,0.51,0.5,0.75,0.69,0.74,0.8
